block_id	chrom	start	end	recomb_rate_cm_per_mb
chr1_29134621_29254578	chr1	29134621	29254578	0.200457
chr1_29254578_29306828	chr1	29254578	29306828	2.19869
chr1_29306828_29359145	chr1	29306828	29359145	2.63082
chr1_29359145_29392143	chr1	29359145	29392143	4.91303
chr1_29392143_29446294	chr1	29392143	29446294	5.21116
chr1_29446294_29467735	chr1	29446294	29467735	3.46569
chr1_29467735_29509484	chr1	29467735	29509484	1.78835
chr1_29509484_29545980	chr1	29509484	29545980	1.08328
chr1_29545980_29603446	chr1	29545980	29603446	0.872647
chr1_29603446_29642591	chr1	29603446	29642591	0.381456
chr1_29642591_29689221	chr1	29642591	29689221	3.35257
chr1_29689221_29705588	chr1	29689221	29705588	4.31757
chr1_29705588_29726287	chr1	29705588	29726287	0.690629
chr1_29726287_29772566	chr1	29726287	29772566	0.584975
chr1_29772566_29807341	chr1	29772566	29807341	1.90136
chr1_29807341_29834519	chr1	29807341	29834519	0.892495
chr1_29834519_29850961	chr1	29834519	29850961	1.53353
chr1_29850961_29884765	chr1	29850961	29884765	1.13275
chr1_29884765_29897989	chr1	29884765	29897989	1.72669
chr1_29897989_29930511	chr1	29897989	29930511	2.60503
chr1_29930511_29986565	chr1	29930511	29986565	1.52646
chr1_29986565_30048724	chr1	29986565	30048724	1.22827
chr1_30048724_30067736	chr1	30048724	30067736	2.33883
chr1_30067736_30105771	chr1	30067736	30105771	1.22533
chr1_30105771_30135638	chr1	30105771	30135638	2.25284
chr1_30135638_30182822	chr1	30135638	30182822	0.780798
chr1_30182822_30209893	chr1	30182822	30209893	1.50237
chr1_30209893_30272421	chr1	30209893	30272421	2.2958
chr1_30272421_30320249	chr1	30272421	30320249	2.84799
chr1_30320249_30344855	chr1	30320249	30344855	1.50674
chr1_30344855_30418708	chr1	30344855	30418708	1.39143
chr1_30418708_30445177	chr1	30418708	30445177	4.08929
chr1_30445177_30471515	chr1	30445177	30471515	1.36315
chr1_30471515_30515518	chr1	30471515	30515518	0.731711
chr1_30515518_30525249	chr1	30515518	30525249	22.1458
chr1_30525249_30589943	chr1	30525249	30589943	1.08575
chr1_30589943_30644117	chr1	30589943	30644117	1.5261
chr1_30644117_30692380	chr1	30644117	30692380	1.69545
chr1_30692380_30749469	chr1	30692380	30749469	5.12467
chr1_30749469_30785980	chr1	30749469	30785980	3.74207
chr1_30785980_30844633	chr1	30785980	30844633	2.41846
chr1_30844633_30866768	chr1	30844633	30866768	3.23834
chr1_30866768_30891649	chr1	30866768	30891649	2.75218
chr1_30891649_30904022	chr1	30891649	30904022	3.19041
chr1_30904022_31103173	chr1	30904022	31103173	0.215402
chr1_31103173_31165822	chr1	31103173	31165822	1.53522
chr1_31165822_31214812	chr1	31165822	31214812	1.54332
chr1_31214812_31432326	chr1	31214812	31432326	0.353059
chr1_31432326_31547339	chr1	31432326	31547339	0.892539
chr1_31547339_31576820	chr1	31547339	31576820	2.51005
chr1_31576820_31642211	chr1	31576820	31642211	0.948308
chr1_31642211_31690310	chr1	31642211	31690310	1.34466
chr1_31690310_31800425	chr1	31690310	31800425	0.631134
chr1_31800425_31851366	chr1	31800425	31851366	0.561787
chr1_31851366_31972914	chr1	31851366	31972914	0.774929
chr1_31972914_32087440	chr1	31972914	32087440	0.0858733
chr1_32087440_32248405	chr1	32087440	32248405	0.10972
chr1_32248405_32401035	chr1	32248405	32401035	0.309653
chr1_32401035_32427513	chr1	32401035	32427513	0.76466
chr1_32427513_32599883	chr1	32427513	32599883	1.47169
chr1_32599883_32693175	chr1	32599883	32693175	0.305119
chr1_32693175_32753819	chr1	32693175	32753819	1.888
chr1_32753819_32884582	chr1	32753819	32884582	0.150914
chr1_32884582_32984662	chr1	32884582	32984662	0.355533
chr1_32984662_33073363	chr1	32984662	33073363	0.0840206
chr1_33073363_33132187	chr1	33073363	33132187	0.279655
chr1_33132187_33225097	chr1	33132187	33225097	0.49102
chr1_33225097_33292605	chr1	33225097	33292605	0.608477
chr1_33292605_33455601	chr1	33292605	33455601	0.58022
chr1_33455601_33520932	chr1	33455601	33520932	0.657472
chr1_33520932_33555686	chr1	33520932	33555686	5.19075
chr1_33555686_33579016	chr1	33555686	33579016	3.77742
chr1_33579016_33592867	chr1	33579016	33592867	9.56865
chr1_33592867_33636127	chr1	33592867	33636127	2.15677
chr1_33636127_33689901	chr1	33636127	33689901	0.958463
chr1_33689901_33717407	chr1	33689901	33717407	2.55074
chr1_33717407_33755615	chr1	33717407	33755615	3.54357
chr1_33755615_33780621	chr1	33755615	33780621	4.58258
chr1_33780621_33789100	chr1	33780621	33789100	17.1622
chr1_33789100_33829273	chr1	33789100	33829273	2.67916
chr1_33829273_33866929	chr1	33829273	33866929	0.605575
chr1_33866929_33884620	chr1	33866929	33884620	1.70158
chr1_33884620_33908376	chr1	33884620	33908376	4.63835
chr1_33908376_33922263	chr1	33908376	33922263	2.74364
chr1_33922263_33962742	chr1	33922263	33962742	6.22807
chr1_33962742_34010171	chr1	33962742	34010171	0.850945
chr1_34010171_34073757	chr1	34010171	34073757	2.46881
chr1_34073757_34103499	chr1	34073757	34103499	3.71552
chr1_34103499_34150650	chr1	34103499	34150650	0.984076
chr1_34150650_34174661	chr1	34150650	34174661	6.64636
chr1_34174661_34211879	chr1	34174661	34211879	4.74292
chr1_34211879_34261838	chr1	34211879	34261838	1.24359
chr1_34261838_34332413	chr1	34261838	34332413	1.14325
chr1_34332413_34350293	chr1	34332413	34350293	11.1366
chr1_34350293_34421143	chr1	34350293	34421143	0.789985
chr1_34421143_34475099	chr1	34421143	34475099	1.79419
chr1_34475099_34575721	chr1	34475099	34575721	1.1349
chr1_34575721_34594533	chr1	34575721	34594533	1.96587
chr1_34594533_34626805	chr1	34594533	34626805	2.09307
chr1_34626805_34652681	chr1	34626805	34652681	1.7808
chr1_34652681_34740580	chr1	34652681	34740580	1.63047
chr1_34740580_34776983	chr1	34740580	34776983	1.57114
chr1_34776983_34802507	chr1	34776983	34802507	3.0041
chr1_34802507_34842990	chr1	34802507	34842990	0.86203
chr1_34842990_34854344	chr1	34842990	34854344	9.66958
chr1_34854344_34903159	chr1	34854344	34903159	3.64893
chr1_34903159_34913978	chr1	34903159	34913978	5.4331
chr1_34913978_35168336	chr1	34913978	35168336	0.862397
chr1_35168336_35557823	chr1	35168336	35557823	0.56965
chr1_35557823_35861761	chr1	35557823	35861761	0.400579
chr1_35861761_36119476	chr1	35861761	36119476	0.142376
chr1_36119476_36210889	chr1	36119476	36210889	2.3698
chr1_36210889_36392266	chr1	36210889	36392266	0.967695
chr1_36392266_36469807	chr1	36392266	36469807	0.558395
chr1_36469807_36524557	chr1	36469807	36524557	1.73158
chr1_36524557_36555030	chr1	36524557	36555030	4.56683
chr1_36555030_36579125	chr1	36555030	36579125	5.90934
chr1_36579125_36614714	chr1	36579125	36614714	2.55211
chr1_36614714_36670822	chr1	36614714	36670822	0.813027
chr1_36670822_36732751	chr1	36670822	36732751	0.60576
chr1_36732751_36803422	chr1	36732751	36803422	0.774826
chr1_36803422_36859334	chr1	36803422	36859334	4.11558
chr1_36859334_36954256	chr1	36859334	36954256	3.80588
chr1_36954256_36984084	chr1	36954256	36984084	4.46404
chr1_36984084_37053734	chr1	36984084	37053734	0.420752
chr1_37053734_37079522	chr1	37053734	37079522	4.73191
chr1_37079522_37131159	chr1	37079522	37131159	3.11825
chr1_37131159_37192362	chr1	37131159	37192362	1.15498
chr1_37192362_37225848	chr1	37192362	37225848	0.537918
chr1_37225848_37311000	chr1	37225848	37311000	0.261635
chr1_37311000_37348933	chr1	37311000	37348933	2.11276
chr1_37348933_37432232	chr1	37348933	37432232	0.991124
chr1_37432232_37485060	chr1	37432232	37485060	0.837483
chr1_37485060_37557454	chr1	37485060	37557454	0.106403
chr1_37557454_37630675	chr1	37557454	37630675	0.687402
chr1_37630675_37678016	chr1	37630675	37678016	2.19083
chr1_37678016_37731957	chr1	37678016	37731957	2.12016
chr1_37731957_37945773	chr1	37731957	37945773	0.447196
chr1_37945773_38001236	chr1	37945773	38001236	3.71184
chr1_38001236_38093722	chr1	38001236	38093722	3.07637
chr1_38093722_38136523	chr1	38093722	38136523	3.32174
chr1_38136523_38191879	chr1	38136523	38191879	1.38618
chr1_38191879_38217049	chr1	38191879	38217049	1.94042
chr1_38217049_38265833	chr1	38217049	38265833	2.30822
chr1_38265833_38356696	chr1	38265833	38356696	1.56611
chr1_38356696_38409958	chr1	38356696	38409958	1.48194
chr1_38409958_38448157	chr1	38409958	38448157	1.82206
chr1_38448157_38466946	chr1	38448157	38466946	4.0022
chr1_38466946_38485459	chr1	38466946	38485459	9.36331
chr1_38485459_38585114	chr1	38485459	38585114	2.62162
chr1_38585114_38610643	chr1	38585114	38610643	4.17163
chr1_38610643_38680242	chr1	38610643	38680242	1.26185
chr1_38680242_38743818	chr1	38680242	38743818	1.41168
chr1_38743818_38752060	chr1	38743818	38752060	2.94345
chr1_38752060_38783041	chr1	38752060	38783041	1.09007
chr1_38783041_38822759	chr1	38783041	38822759	3.31362
chr1_38822759_38868139	chr1	38822759	38868139	0.941369
chr1_38868139_38921118	chr1	38868139	38921118	1.95978
chr1_38921118_38944484	chr1	38921118	38944484	2.58864
chr1_38944484_39084589	chr1	38944484	39084589	3.24599
chr1_39084589_39500089	chr1	39084589	39500089	0.261889
chr1_39500089_39627659	chr1	39500089	39627659	0.368641
chr1_39627659_39672930	chr1	39627659	39672930	1.01821
chr1_39672930_39698771	chr1	39672930	39698771	5.83671
chr1_39698771_39733674	chr1	39698771	39733674	3.28089
chr1_39733674_39791400	chr1	39733674	39791400	0.978959
chr1_39791400_39825196	chr1	39791400	39825196	4.66658
chr1_39825196_39912063	chr1	39825196	39912063	0.220643
chr1_39912063_39977534	chr1	39912063	39977534	2.08655
chr1_39977534_40082108	chr1	39977534	40082108	0.995036
chr1_40082108_40107462	chr1	40082108	40107462	0.511591
chr1_40107462_40299839	chr1	40107462	40299839	0.661298
chr1_40299839_40344186	chr1	40299839	40344186	2.99246
chr1_40344186_40425466	chr1	40344186	40425466	1.71364
chr1_40425466_40457519	chr1	40425466	40457519	0.86869
chr1_40457519_40564815	chr1	40457519	40564815	1.24417
chr1_40564815_40622533	chr1	40564815	40622533	0.844087
chr1_40622533_40666553	chr1	40622533	40666553	0.206793
chr1_40666553_40785843	chr1	40666553	40785843	0.405024
chr1_40785843_40816897	chr1	40785843	40816897	2.26364
chr1_40816897_40832838	chr1	40816897	40832838	4.79651
chr1_40832838_40853380	chr1	40832838	40853380	7.28902
chr1_40853380_40881556	chr1	40853380	40881556	2.19078
chr1_40881556_40918052	chr1	40881556	40918052	1.00728
chr1_40918052_40955256	chr1	40918052	40955256	5.48916
chr1_40955256_40987208	chr1	40955256	40987208	1.01458
chr1_40987208_41282752	chr1	40987208	41282752	0.349917
chr1_41282752_41365342	chr1	41282752	41365342	0.834136
chr1_41365342_41386275	chr1	41365342	41386275	1.06286
chr1_41386275_41416635	chr1	41386275	41416635	1.48941
chr1_41416635_41450211	chr1	41416635	41450211	1.75576
chr1_41450211_41509505	chr1	41450211	41509505	2.33147
chr1_41509505_41637206	chr1	41509505	41637206	0.689306
chr1_41637206_41668182	chr1	41637206	41668182	0.846781
chr1_41668182_41806493	chr1	41668182	41806493	1.06255
chr1_41806493_41888399	chr1	41806493	41888399	1.19363
chr1_41888399_42041758	chr1	41888399	42041758	0.367791
chr1_42041758_42161609	chr1	42041758	42161609	0.35537
chr1_42161609_42416445	chr1	42161609	42416445	0.497545
chr1_42416445_42543945	chr1	42416445	42543945	0.271575
chr1_42543945_42616565	chr1	42543945	42616565	0.21622
chr1_42616565_42763014	chr1	42616565	42763014	0.243299
chr1_42763014_42835783	chr1	42763014	42835783	0.317653
chr1_42835783_42852122	chr1	42835783	42852122	2.09772
chr1_42852122_42900608	chr1	42852122	42900608	2.2418
chr1_42900608_42932805	chr1	42900608	42932805	5.04517
chr1_42932805_42994483	chr1	42932805	42994483	1.42269
chr1_42994483_43058261	chr1	42994483	43058261	3.33884
chr1_43058261_43098407	chr1	43058261	43098407	1.30783
chr1_43098407_43198448	chr1	43098407	43198448	0.403468
chr1_43198448_43232297	chr1	43198448	43232297	1.43966
chr1_43232297_43292284	chr1	43232297	43292284	2.88844
chr1_43292284_43315969	chr1	43292284	43315969	2.14687
chr1_43315969_43484139	chr1	43315969	43484139	0.155402
chr1_43484139_43544785	chr1	43484139	43544785	0.573514
chr1_43544785_43606125	chr1	43544785	43606125	0.47074
chr1_43606125_43661926	chr1	43606125	43661926	0.26596
chr1_43661926_43783081	chr1	43661926	43783081	0.155498
chr1_43783081_43945917	chr1	43783081	43945917	0.171661
chr1_43945917_44021596	chr1	43945917	44021596	1.78159
chr1_44021596_44076324	chr1	44021596	44076324	2.40731
chr1_44076324_44121840	chr1	44076324	44121840	1.40615
chr1_44121840_44390380	chr1	44121840	44390380	0.248996
chr1_44390380_44412877	chr1	44390380	44412877	6.3858
chr1_44412877_44430987	chr1	44412877	44430987	2.68656
chr1_44430987_44500802	chr1	44430987	44500802	1.66681
chr1_44500802_44526309	chr1	44500802	44526309	4.44254
chr1_44526309_44546601	chr1	44526309	44546601	2.84159
chr1_44546601_44597262	chr1	44546601	44597262	2.32633
chr1_44597262_44616734	chr1	44597262	44616734	3.3512
chr1_44616734_44701471	chr1	44616734	44701471	0.87079
chr1_44701471_44809879	chr1	44701471	44809879	0.391357
chr1_44809879_45015501	chr1	44809879	45015501	0.108156
chr1_45015501_45301250	chr1	45015501	45301250	0.217037
chr1_45301250_45545333	chr1	45301250	45545333	0.217808
chr1_45545333_46140056	chr1	45545333	46140056	0.107962
chr1_46140056_46182221	chr1	46140056	46182221	0.789675
chr1_46182221_46332794	chr1	46182221	46332794	0.559758
chr1_46332794_46432391	chr1	46332794	46432391	0.961505
chr1_46432391_46516768	chr1	46432391	46516768	1.586
chr1_46516768_46628029	chr1	46516768	46628029	1.20346
chr1_46628029_46745998	chr1	46628029	46745998	0.843787
chr1_46745998_46789585	chr1	46745998	46789585	4.0646
chr1_46789585_46806513	chr1	46789585	46806513	1.11472
chr1_46806513_47016625	chr1	46806513	47016625	0.358836
chr1_47016625_47179230	chr1	47016625	47179230	1.28926
chr1_47179230_47243454	chr1	47179230	47243454	1.849
chr1_47243454_47390939	chr1	47243454	47390939	0.236996
chr1_47390939_47477073	chr1	47390939	47477073	0.744364
chr1_47477073_47536532	chr1	47477073	47536532	2.26382
chr1_47536532_47597180	chr1	47536532	47597180	3.37036
chr1_47597180_47632133	chr1	47597180	47632133	3.82382
chr1_47632133_47748064	chr1	47632133	47748064	3.07937
chr1_47748064_47891364	chr1	47748064	47891364	1.09711
chr1_47891364_47960153	chr1	47891364	47960153	0.163572
chr1_47960153_48016201	chr1	47960153	48016201	1.01515
chr1_48016201_48055478	chr1	48016201	48055478	3.64563
chr1_48055478_48089823	chr1	48055478	48089823	2.55113
chr1_48089823_48257489	chr1	48089823	48257489	0.407204
chr1_48257489_48486529	chr1	48257489	48486529	0.154711
chr1_48486529_48512516	chr1	48486529	48512516	2.61934
chr1_48512516_48536108	chr1	48512516	48536108	2.31767
chr1_48536108_48589135	chr1	48536108	48589135	1.10426
chr1_48589135_48601707	chr1	48589135	48601707	1.28514
chr1_48601707_48617399	chr1	48601707	48617399	4.62379
chr1_48617399_48699551	chr1	48617399	48699551	0.863943
chr1_48699551_48749487	chr1	48699551	48749487	2.44719
chr1_48749487_48942314	chr1	48749487	48942314	0.460029
chr1_48942314_49334611	chr1	48942314	49334611	0.119277
chr1_49334611_50126929	chr1	49334611	50126929	0.0608238
chr1_50126929_50179219	chr1	50126929	50179219	0.819857
chr1_50179219_50358656	chr1	50179219	50358656	0.649257
chr1_50358656_50999968	chr1	50358656	50999968	0.0805852
chr1_50999968_51069063	chr1	50999968	51069063	0.297438
chr1_51069063_51314831	chr1	51069063	51314831	0.174642
chr1_51314831_51557740	chr1	51314831	51557740	0.250706
chr1_51557740_51798392	chr1	51557740	51798392	0.345182
chr1_51798392_51880682	chr1	51798392	51880682	0.288833
chr1_51880682_51965715	chr1	51880682	51965715	0.321743
chr1_51965715_52252149	chr1	51965715	52252149	0.123839
chr1_52252149_52650223	chr1	52252149	52650223	0.231848
chr1_52650223_52694152	chr1	52650223	52694152	1.91335
chr1_52694152_52723625	chr1	52694152	52723625	0.245742
chr1_52723625_52981467	chr1	52723625	52981467	0.143802
chr1_52981467_53070246	chr1	52981467	53070246	1.37996
chr1_53070246_53116214	chr1	53070246	53116214	1.459
chr1_53116214_53130057	chr1	53116214	53130057	1.18692
chr1_53130057_53168076	chr1	53130057	53168076	2.1121
chr1_53168076_53188901	chr1	53168076	53188901	2.3119
chr1_53188901_53287319	chr1	53188901	53287319	0.484404
chr1_53287319_53297645	chr1	53287319	53297645	4.46681
chr1_53297645_53312067	chr1	53297645	53312067	3.86913
chr1_53312067_53347413	chr1	53312067	53347413	3.59315
chr1_53347413_53370827	chr1	53347413	53370827	2.07723
chr1_53370827_53404698	chr1	53370827	53404698	1.85832
chr1_53404698_53508463	chr1	53404698	53508463	1.47881
chr1_53508463_53551019	chr1	53508463	53551019	4.27078
chr1_53551019_53570016	chr1	53551019	53570016	6.80301
chr1_53570016_53661081	chr1	53570016	53661081	0.780158
chr1_53661081_53732015	chr1	53661081	53732015	0.901013
chr1_53732015_53758311	chr1	53732015	53758311	1.99248
chr1_53758311_53845075	chr1	53758311	53845075	0.828917
chr1_53845075_53904591	chr1	53845075	53904591	1.17612
chr1_53904591_54016850	chr1	53904591	54016850	0.557271
chr1_54016850_54135559	chr1	54016850	54135559	0.713661
chr1_54135559_54152762	chr1	54135559	54152762	2.71337
chr1_54152762_54199248	chr1	54152762	54199248	1.96769
chr1_54199248_54238608	chr1	54199248	54238608	0.980078
chr1_54238608_54277735	chr1	54238608	54277735	1.64177
chr1_54277735_54289935	chr1	54277735	54289935	12.0151
chr1_54289935_54304751	chr1	54289935	54304751	7.49925
chr1_54304751_54368855	chr1	54304751	54368855	2.23405
chr1_54368855_54465723	chr1	54368855	54465723	0.816312
chr1_54465723_54492872	chr1	54465723	54492872	4.83281
chr1_54492872_54540884	chr1	54492872	54540884	3.08016
chr1_54540884_54549149	chr1	54540884	54549149	10.8042
chr1_54549149_54567909	chr1	54549149	54567909	4.35345
chr1_54567909_54615171	chr1	54567909	54615171	1.36369
chr1_54615171_54649935	chr1	54615171	54649935	2.45704
chr1_54649935_54671265	chr1	54649935	54671265	1.71212
chr1_54671265_54707218	chr1	54671265	54707218	5.20446
chr1_54707218_54748336	chr1	54707218	54748336	1.31077
chr1_54748336_54777294	chr1	54748336	54777294	3.40413
chr1_54777294_54796493	chr1	54777294	54796493	2.16542
chr1_54796493_54813168	chr1	54796493	54813168	2.1298
chr1_54813168_54840756	chr1	54813168	54840756	0.578434
chr1_54840756_54919223	chr1	54840756	54919223	1.61135
chr1_54919223_54977846	chr1	54919223	54977846	3.89216
chr1_54977846_55014688	chr1	54977846	55014688	4.43454
chr1_55014688_55030883	chr1	55014688	55030883	8.77081
chr1_55030883_55051628	chr1	55030883	55051628	4.48195
chr1_55051628_55259503	chr1	55051628	55259503	0.880064
chr1_55259503_55286148	chr1	55259503	55286148	2.00869
chr1_55286148_55327701	chr1	55286148	55327701	0.95875
chr1_55327701_55354426	chr1	55327701	55354426	0.794717
chr1_55354426_55429353	chr1	55354426	55429353	0.461137
chr1_55429353_55532732	chr1	55429353	55532732	1.4983
chr1_55532732_55584699	chr1	55532732	55584699	0.806675
chr1_55584699_55617021	chr1	55584699	55617021	0.488883
chr1_55617021_55656655	chr1	55617021	55656655	1.9329
chr1_55656655_55722908	chr1	55656655	55722908	0.351738
chr1_55722908_55779362	chr1	55722908	55779362	0.619972
chr1_55779362_55947587	chr1	55779362	55947587	1.01005
chr1_55947587_56150137	chr1	55947587	56150137	0.713607
chr1_56150137_56285479	chr1	56150137	56285479	0.379873
chr1_56285479_56304701	chr1	56285479	56304701	1.17462
chr1_56304701_56335593	chr1	56304701	56335593	5.27493
chr1_56335593_56391317	chr1	56335593	56391317	2.21944
chr1_56391317_56433039	chr1	56391317	56433039	5.40305
chr1_56433039_56494451	chr1	56433039	56494451	1.63928
chr1_56494451_56555272	chr1	56494451	56555272	0.961183
chr1_56555272_56602056	chr1	56555272	56602056	1.62632
chr1_56602056_56713253	chr1	56602056	56713253	1.02447
chr1_56713253_56732369	chr1	56713253	56732369	7.07705
chr1_56732369_56745726	chr1	56732369	56745726	2.9205
chr1_56745726_56791785	chr1	56745726	56791785	1.99555
chr1_56791785_56811768	chr1	56791785	56811768	10.7475
chr1_56811768_56830383	chr1	56811768	56830383	2.82025
chr1_56830383_56840396	chr1	56830383	56840396	6.67241
chr1_56840396_56907316	chr1	56840396	56907316	1.19755
chr1_56907316_56943654	chr1	56907316	56943654	1.06788
chr1_56943654_56962916	chr1	56943654	56962916	5.26014
