block_id	avi_rank	avi_top1_fraction	avi_mean	eqtl_variant_count	eqtl_variants_per_kb
chr6_131941221_131956322	426	0.067964594	7.7510993	9	0.596
chr12_57702206_57891545	427	0.067952192	7.2069337	305	1.6109
chr12_94571282_94583596	428	0.067944345	5.6597881	13	1.0557
chr7_100609146_100658605	429	0.067780047	6.2903726	97	1.9612
chr19_46643969_46666048	430	0.067726497	6.6108621	36	1.6305
chr1_205915098_205948898	431	0.06770217	6.8408314	124	3.6686
chr9_134809558_134823305	432	0.067699619	4.6357537	5	0.3637
chr15_45061969_45123447	433	0.067693592	6.7757997	217	3.5297
chr10_100881934_101015191	434	0.067596199	7.6217453	238	1.786
chr20_10650526_10663510	435	0.067570343	8.3357438	23	1.7714
chr20_3756848_3803946	436	0.067532945	7.3888994	137	2.9088
chr17_75749446_75829573	437	0.067513655	6.7006732	193	2.4087
chr2_29062344_29075769	438	0.067461204	7.9550798	62	4.6182
chr6_37004657_37015171	439	0.067433898	6.8231495	28	2.6631
chr1_63629371_63638636	440	0.067422198	7.2777704	5	0.5397
chr19_6818452_6832869	441	0.067420406	5.2616585	5	0.3468
chr17_42087377_42170234	442	0.067373105	7.1713695	194	2.3414
chr8_22158340_22205618	443	0.067353385	7.4255717	113	2.3901
chr19_13752565_13766948	444	0.067208974	5.5160848	46	3.1982
chr17_39189725_39216520	445	0.067151832	7.2015851	81	3.023
chr6_43036429_43133932	446	0.067139815	7.0984679	222	2.2769
chr12_48796041_48869078	447	0.066947803	7.027191	143	1.9579
chr19_49439175_49466053	448	0.066882457	6.5895307	108	4.0182
chr3_11025655_11033817	449	0.066854529	5.5009408	1	0.1225
chr11_124732178_124782170	450	0.066764016	7.7785743	83	1.6603
chr19_40493486_40535200	451	0.066756165	5.7821793	49	1.1747
chr19_13927777_13954676	452	0.066743497	5.8516376	33	1.2268
chr11_64819712_64891952	453	0.06673588	6.9667921	184	2.5471
chr17_44848191_44912972	454	0.06673253	6.5495424	214	3.3034
chr9_136368120_136426513	455	0.066708909	5.6908497	262	4.4868
chr12_55666163_55716492	456	0.06670773	6.8237466	123	2.4439
chr11_10791622_10856744	457	0.066644145	7.2874939	178	2.7333
chr1_201201879_201224371	458	0.066631098	6.8790769	29	1.2893
chr6_42938050_43036429	459	0.066619909	6.5270325	354	3.5983
chr11_62680091_62754191	460	0.066567701	6.6464222	115	1.552
chr9_35779428_35882217	461	0.066495442	7.3291443	208	2.0236
chr15_40857519_40919629	462	0.066489562	6.520317	170	2.7371
chr15_90839685_90901110	463	0.0664496	6.4061909	148	2.4094
chr6_4021865_4066573	464	0.066431064	6.1960638	120	2.6841
chr14_100866426_100890131	465	0.066399494	5.4789739	6	0.2531
chr7_113068143_113084740	466	0.066397542	7.7047092	35	2.1088
chr1_6084675_6137354	467	0.066357878	5.6203698	36	0.6834
chr19_48973910_49056825	468	0.066345052	6.3187204	366	4.4142
chr1_204961949_204998128	469	0.066318398	6.8141636	71	1.9625
chr19_14441513_14476257	470	0.066131322	5.5963657	110	3.166
chr9_2640759_2667511	471	0.066125897	6.6453207	50	1.869
chr17_40098436_40188233	472	0.066093522	7.6234665	163	1.8152
chr15_47764538_47790829	473	0.066080915	6.9025728	25	0.9509
chr15_41553891_41588515	474	0.066052449	7.7861867	76	2.195
chr22_20059164_20157037	475	0.066041367	6.3427052	344	3.5148
chr6_75098674_75134984	476	0.066033232	6.6893064	7	0.1928
chr9_126049915_126059747	477	0.06600895	6.200758	3	0.3051
chr16_30999862_31159853	478	0.066001629	6.7101001	291	1.8189
chr14_67569162_67604474	479	0.065945477	7.0508395	128	3.6248
chr17_79782467_79840734	480	0.065777656	7.0513265	93	1.5961
chr9_101398872_101430570	481	0.065734957	6.6532396	111	3.5018
chr17_3878637_3890361	482	0.065734107	7.4926337	20	1.7059
chr9_128553787_128667216	483	0.065720994	5.7685668	289	2.5478
chr1_113908685_113983638	484	0.065654477	7.7601743	98	1.3075
chr12_6743408_6774504	485	0.065624732	7.6554101	100	3.2158
chr17_7724478_7784864	486	0.065611234	6.1090126	132	2.1859
chr17_58279141_58344345	487	0.065578799	6.9916621	152	2.3311
chr12_52030498_52067865	488	0.065574794	7.6359654	98	2.6226
chr11_57309990_57381258	489	0.065522628	6.7052458	181	2.5397
chr16_89251057_89313528	490	0.065438363	5.5140501	210	3.3616
chr8_27429810_27472579	491	0.065382247	5.835691	164	3.8346
chr5_74622523_74652407	492	0.065296926	7.8519828	77	2.5766
chr11_8677678_8716985	493	0.065247072	7.402229	109	2.773
chr19_7544259_7552174	494	0.065234786	5.8945211	35	4.422
chr20_46043236_46100022	495	0.065215605	7.3875598	108	1.9019
chr15_70082621_70103000	496	0.065197834	8.8060754	2	0.0981
chr19_2251513_2260275	497	0.06516777	6.4823812	22	2.5108
chr14_23292380_23337136	498	0.065116037	7.6520988	88	1.9662
chr16_2035807_2070401	499	0.065088358	6.1549412	74	2.1391
chr19_6491159_6509245	500	0.065022669	5.6061631	19	1.0505
chr14_20993562_21020885	501	0.065012383	7.4799018	48	1.7568
chr14_22821187_22843660	502	0.064966849	7.776104	75	3.3373
chr2_207117443_207127431	503	0.0649446	7.9862402	28	2.8034
chr17_76461980_76491628	504	0.064883522	6.0392114	98	3.3055
chr7_1221410_1263803	505	0.0648692	7.338885	57	1.3446
chr17_42757793_42904243	506	0.064663708	6.9475788	226	1.5432
chr12_124311461_124359453	507	0.064663555	4.9836435	69	1.4377
chr2_237351805_237407071	508	0.064626835	5.2608534	14	0.2533
chr19_55334721_55379466	509	0.064595672	6.4756833	126	2.816
chr11_3826063_3837572	510	0.064587135	8.3515571	49	4.2575
chr6_43220028_43284174	511	0.064399963	6.5603664	181	2.8217
chr19_12793586_12969494	512	0.064376454	6.2243892	448	2.5468
chr20_62808604_62837578	513	0.064368054	6.0855657	151	5.2116
chr15_33722712_33727548	514	0.064309347	5.7762285	1	0.2068
chr19_782854_832895	515	0.06426064	5.7789337	131	2.6179
chr9_128241398_128294840	516	0.064244103	7.2835071	113	2.1144
chr19_4510548_4550616	517	0.06414096	6.1575899	142	3.544
chr17_8202910_8292157	518	0.064132875	6.0232284	293	3.283
chr17_28881308_29013324	519	0.064110916	8.0637036	168	1.2726
chr16_30018771_30135944	520	0.063962403	6.7759769	177	1.5106
chr17_75829573_75958618	521	0.063949268	6.4037176	370	2.8672
chr19_50266787_50279911	522	0.06392868	5.1982501	30	2.2859
chr7_44522285_44542744	523	0.063883865	5.5994525	37	1.8085
chr19_3564717_3579483	524	0.063862928	6.5447965	16	1.0836
chr5_160383069_160416989	525	0.063806997	6.0743368	89	2.6238
chr19_48683978_48756716	526	0.063781426	6.1809625	305	4.1931
chr1_10782329_10799261	527	0.063686117	8.3901148	5	0.2953
chr20_843879_853608	528	0.063658478	7.0093969	29	2.9808
chr19_17264203_17373797	529	0.06365312	6.0964852	412	3.7593
chr12_120120038_120268025	530	0.063640725	6.7068531	228	1.5407
chr19_4023830_4070733	531	0.063599343	6.7054073	149	3.1768
chr19_48600190_48683978	532	0.063529384	6.3599785	219	2.6137
chr15_41856352_41894284	533	0.063438082	7.1628119	126	3.3217
chr11_66415549_66574039	534	0.06333102	6.2670388	370	2.3345
chr1_145879427_145997002	535	0.063304274	7.1101275	212	1.8031
chr20_2648712_2688311	536	0.063250755	5.8002856	148	3.7375
chr1_204415772_204478934	537	0.063244778	6.8605203	175	2.7707
chr19_38213513_38234704	538	0.063218662	6.3750642	58	2.737
chr17_63945768_63991735	539	0.063197511	6.3969768	97	2.1102
chr12_55964282_56098096	540	0.063157318	7.1858026	288	2.1522
chr19_9960278_10001382	541	0.063140651	5.3686219	219	5.3279
chr7_149753574_149802476	542	0.063133069	6.0209971	150	3.0674
chr16_67642066_67995220	543	0.063089568	7.0147699	623	1.7641
chr2_221425307_221435257	544	0.063082077	7.4215515	0	0.0
chr10_71269607_71296315	545	0.06306475	6.3315808	27	1.0109
chr1_44616734_44701471	546	0.063057854	7.8541185	188	2.2186
chr22_37355281_37386898	547	0.063014623	5.8307606	72	2.2773
chr19_39418338_39517014	548	0.062963639	5.8210483	280	2.8376
chr20_6761155_6785372	549	0.062848412	8.0059251	6	0.2478
chr11_75557292_75577107	550	0.062848011	6.5807272	55	2.7757
chr10_49607825_49632690	551	0.062846035	5.9790954	41	1.6489
chr14_22843660_22880744	552	0.062767411	6.6014105	72	1.9415
chr6_37629023_37665330	553	0.062678455	6.4927151	158	4.3518
chr22_19959374_19965038	554	0.062676554	6.9417397	25	4.4138
chr9_135759249_135777415	555	0.06266285	4.3612407	41	2.257
chr19_45809847_45881296	556	0.062622757	5.785659	267	3.7369
chr1_43544785_43606125	557	0.062536681	7.3198816	204	3.3257
chr10_129865232_129885837	558	0.062492922	7.2886914	1	0.0485
chr17_1581645_1594884	559	0.062492132	7.0934308	38	2.8703
chr19_54100073_54133057	560	0.062484841	5.4174667	133	4.0323
chr4_55111699_55119648	561	0.06243972	7.2020123	1	0.1258
chr1_151756280_151812518	562	0.062437024	6.9013541	192	3.4141
chr19_7116952_7133167	563	0.06239079	4.6290396	30	1.8501
chr1_44390380_44412877	564	0.062304604	8.3584901	42	1.8669
chr11_6551738_6602203	565	0.062300604	7.3143334	64	1.2682
chr2_27163808_27324380	566	0.062279434	6.5675736	339	2.1112
chr19_17175629_17237969	567	0.062260721	5.6194432	285	4.5717
chr7_128776533_128839928	568	0.062260431	7.0244159	174	2.7447
chr12_53334585_53488090	569	0.062249872	6.8757812	297	1.9348
chr17_4819403_4910822	570	0.062244537	6.6044866	341	3.7301
chr8_76785456_76908314	571	0.062177473	7.0161758	56	0.4558
chr11_65021605_65171140	572	0.062128153	6.3875451	319	2.1333
chr11_20095010_20103521	573	0.062076528	6.1273718	1	0.1175
chr17_8131310_8202910	574	0.062020484	6.4750971	195	2.7235
chr10_7579629_7582096	575	0.062018646	5.8571849	8	3.2428
chr1_20702739_20728146	576	0.06197767	6.0332644	96	3.7785
chr20_2736880_2754039	577	0.061969423	6.4884242	33	1.9232
chr9_34971966_35100572	578	0.061967041	7.1326175	288	2.2394
chr17_2349277_2372791	579	0.061849678	6.6201134	96	4.0827
chr2_148446759_148479223	580	0.061822326	7.7918344	10	0.308
chr15_73924264_73952003	581	0.061802276	7.2342843	121	4.3621
chr12_6624723_6707118	582	0.061779639	6.9534761	133	1.6142
chr7_149802476_149845435	583	0.061756559	5.7487475	163	3.7943
chr19_39318974_39393348	584	0.061656851	7.1964584	166	2.232
chr17_76700678_76758736	585	0.061559131	6.3434812	187	3.2209
chr6_43759303_43780620	586	0.061515848	8.2307263	33	1.5481
chr7_105613638_105633011	587	0.061425696	6.4790607	20	1.0324
chr14_77005350_77053574	588	0.061380226	7.8556863	134	2.7787
chr19_45021421_45080326	589	0.061341708	5.7125678	81	1.3751
chr17_7677806_7724478	590	0.061314421	7.1542799	118	2.5283
chr10_129031517_129045875	591	0.061313089	7.4666541	0	0.0
chr1_31642211_31690310	592	0.061290256	7.4159233	109	2.2662
chr18_905124_908810	593	0.061222644	7.7435946	13	3.5269
chr12_47943534_47981692	594	0.061219141	6.1159353	152	3.9834
chr12_53925639_53959078	595	0.061205977	7.4447061	110	3.2896
chr17_78132581_78149622	596	0.061166207	6.5059967	71	4.1664
chr22_27795907_27840691	597	0.061160236	5.8312057	77	1.7194
chr5_140643653_140743843	598	0.061157135	6.3243905	289	2.8845
chr1_109622035_109657738	599	0.061133985	6.2949664	96	2.6888
chr17_81882228_82034541	600	0.061106625	6.1910568	351	2.3045
chrX_40043133_40064209	601	0.061064718	6.2808935	21	0.9964
chr1_160060953_160157006	602	0.061056569	6.5402074	273	2.8422
chr17_2310284_2349277	603	0.061053693	6.48652	74	1.8978
chr16_57511511_57531862	604	0.061028942	6.0841922	43	2.1129
chr9_69224525_69254557	605	0.0609683	6.1238987	69	2.2975
chr8_143969375_144085569	606	0.060875203	5.9467667	309	2.6593
chr2_148479223_148513141	607	0.0608723	7.5746043	18	0.5307
chr6_152131959_152155817	608	0.060860089	6.0188295	2	0.0838
chr1_44597262_44616734	609	0.060856615	7.1992232	34	1.7461
chr7_5305719_5335442	610	0.060828315	5.2542447	47	1.5813
chr17_40021029_40060269	611	0.060779817	6.1491881	100	2.5484
chr11_8221549_8234277	612	0.060732244	6.8490945	33	2.5927
chr17_6970512_7035506	613	0.060677396	6.4191794	176	2.7079
chr17_75421263_75576563	614	0.060594548	6.4954616	666	4.2885
chr7_13975291_13997687	615	0.060591177	7.8930584	2	0.0893
chr16_4765402_4902193	616	0.060557103	6.5712265	502	3.6698
chr12_6311130_6348797	617	0.060556986	7.1390099	56	1.4867
chr1_10717203_10743471	618	0.060555302	7.4336197	9	0.3426
chr2_70956831_70975503	619	0.060482719	5.8040295	30	1.6067
chr16_3056358_3066597	620	0.060455123	5.9369595	62	6.0553
chr5_150277804_150306292	621	0.060411401	7.4832373	30	1.0531
chr13_110170177_110192649	622	0.060386258	5.0913135	1	0.0445
chr9_130396507_130409935	623	0.06034654	5.3381072	3	0.2234
chr13_101102834_101114783	624	0.060172399	5.226344	3	0.2511
chr12_52293286_52326698	625	0.060058263	5.7151649	190	5.6866
chr14_33763921_33808481	626	0.060038899	8.3784609	3	0.0673
chr12_6448576_6470646	627	0.060021145	7.3829989	89	4.0326
chr1_206474107_206493401	628	0.060001382	5.6004088	60	3.1098
chr17_42689379_42757793	629	0.059992594	6.414109	93	1.3594
chr19_38809040_38885654	630	0.05995858	6.4984246	219	2.8585
chr16_30600130_30900629	631	0.05978833	6.3234535	445	1.4809
chr1_24063887_24092278	632	0.059748981	5.5353464	87	3.0644
chr16_67146268_67642066	633	0.059743417	7.2445815	932	1.8798
chr12_47790772_47817004	634	0.059723493	7.2780406	77	2.9353
chrX_53227254_53288098	635	0.059693643	8.1557646	69	1.134
chr19_15122054_15190557	636	0.05968595	5.4572618	171	2.4962
chr1_109279887_109297332	637	0.059673259	7.201409	46	2.6369
chr14_21457704_21514802	638	0.05966934	6.6760594	163	2.8547
chr19_13001454_13109862	639	0.059595848	7.6061321	125	1.1531
chr15_70047551_70082621	640	0.059595096	6.3465884	36	1.0265
chr14_68864406_68891377	641	0.059594874	6.5034591	100	3.7077
chr10_113579934_113612811	642	0.059545173	6.2180512	47	1.4296
chr20_45819653_45851687	643	0.059499282	6.7711542	115	3.5899
chr2_218997492_219045730	644	0.059496662	6.3826582	112	2.3218
chr19_35290127_35321214	645	0.059424626	6.4222842	77	2.4769
chr17_57649712_57686292	646	0.059422271	8.3507482	17	0.4647
chr17_35728885_35748674	647	0.059325888	7.2486398	39	1.9708
chr17_81663597_81723938	648	0.059323953	5.6302223	334	5.5352
chr12_113087162_113123704	649	0.059237772	6.0173087	146	3.9954
chr3_143106771_143125611	650	0.05918259	7.0119782	32	1.6985
chr11_67424636_67572478	651	0.059067563	6.076625	350	2.3674
chr19_6398882_6455221	652	0.059059148	5.4036524	147	2.6092
chr17_4723229_4754858	653	0.059028107	6.0851146	95	3.0036
chr19_40535200_40574908	654	0.059005742	5.7076842	89	2.2414
chr19_6745127_6768842	655	0.058992199	6.3139979	81	3.4156
chr19_55149131_55203991	656	0.058883218	5.9061234	271	4.9398
chr15_74167701_74190534	657	0.058862173	6.3671172	61	2.6716
chr19_18920724_18949854	658	0.058851127	5.4575255	72	2.4717
chr17_75958618_76030186	659	0.058643528	6.1895752	262	3.6609
chr5_141498338_141682370	660	0.058622051	7.2805601	423	2.2985
chr22_19965038_20003597	661	0.058568255	6.4825171	166	4.3051
chr19_38409438_38455211	662	0.058557082	5.8618824	139	3.0367
chr5_150120673_150162833	663	0.058554712	7.0130434	99	2.3482
chr2_217826651_217849773	664	0.058544532	7.1342197	76	3.2869
chr17_41783718_41975042	665	0.058516792	6.3350937	515	2.6918
chr16_10900946_10923958	666	0.058491222	5.7765305	41	1.7817
chr10_3769890_3793110	667	0.058383577	7.6897549	18	0.7752
chr15_37044119_37117082	668	0.058326366	8.8596823	14	0.1919
chr5_168191799_168224376	669	0.058313125	6.7239096	4	0.1228
chr1_201033045_201068584	670	0.058302147	5.4705864	71	1.9978
chr1_42835783_42852122	671	0.058245099	7.0821257	17	1.0405
chr19_15338186_15439193	672	0.058236888	6.2354534	102	1.0098
chrX_40064209_40121303	673	0.058219778	8.4235783	2	0.035
chr3_114345906_114389408	674	0.058150583	8.0832979	65	1.4942
chr11_130460623_130482397	675	0.058112121	6.2395857	6	0.2756
chr1_11651323_11667863	676	0.058081419	6.9858989	59	3.5671
chr19_6455221_6491159	677	0.058072236	6.1368773	111	3.0887
chr3_52489389_52811089	678	0.058068594	6.7685408	864	2.6857
chr17_78966230_78980952	679	0.058053706	5.9597809	25	1.6981
chr8_38415434_38458682	680	0.058014243	6.471588	45	1.0405
chr12_6470646_6540374	681	0.057972885	6.0959924	297	4.2594
chr3_195868079_195913481	682	0.057934305	7.1655813	146	3.2157
chr13_113065489_113091627	683	0.05792333	4.9372499	78	2.9842
chr15_75644932_75669967	684	0.05785234	6.9013986	56	2.2369
chr21_44888526_44900398	685	0.057839173	5.6341662	49	4.1274
chr1_212614864_212626607	686	0.057821681	6.6973042	26	2.2141
chr19_53872868_53927792	687	0.057801083	5.5896353	78	1.4201
chr8_22043573_22088790	688	0.057714282	6.5943782	174	3.8481
chr16_1495447_1521119	689	0.057702296	5.1485847	124	4.8302
chr17_76030186_76103159	690	0.057678868	5.9382868	176	2.4119
chr12_95972920_95990659	691	0.05763196	6.4909456	83	4.679
chr19_41970712_42259242	692	0.057620814	6.466594	309	1.0709
chr4_54267559_54301099	693	0.057563109	6.5928841	7	0.2087
chr6_33678551_33757017	694	0.057532349	6.7683174	387	4.9321
chr11_126424342_126440261	695	0.057520364	6.058956	31	1.9474
chr19_40363275_40464295	696	0.057424272	6.1961614	289	2.8608
chr8_41659545_41695715	697	0.057367985	5.9219479	78	2.1565
chr2_166270942_166304910	698	0.057367719	5.6582227	41	1.207
chr11_134366817_134383335	699	0.057291036	5.658826	37	2.24
chr1_110182462_110227560	700	0.057282659	6.5552925	63	1.397
chr7_100658605_100754847	701	0.05727922	5.966719	229	2.3794
chr7_143329631_143352872	702	0.057269481	5.5602348	72	3.098
chr19_8523309_8561213	703	0.057249894	5.2714615	98	2.5855
chr7_151132134_151195473	704	0.057226459	5.7586113	97	1.5314
chr14_21030913_21045251	705	0.05721393	8.0612017	29	2.0226
chr19_49056825_49102273	706	0.057164232	5.7183827	133	2.9264
chr9_133445896_133479731	707	0.057130191	5.8306572	107	3.1624
chr19_1793637_1810099	708	0.057121451	5.4774582	53	3.2195
chr11_61771548_61857211	709	0.057103611	6.4832577	159	1.8561
chr1_151812518_151859764	710	0.057098308	6.8450197	134	2.8362
chr3_111999059_112006545	711	0.057084335	7.3373061	40	5.3433
chr15_41978869_41989607	712	0.057055938	6.5506322	20	1.8625
chr2_217800539_217826651	713	0.057049122	6.5032861	51	1.9531
chr12_94245761_94249318	714	0.056976853	6.6403538	6	1.6868
chr13_110159577_110170177	715	0.056949686	5.101459	3	0.283
chr9_81588282_81596905	716	0.05694074	6.7605868	2	0.2319
chr1_156049284_156113677	717	0.056921301	7.1228941	82	1.2734
chr3_122253788_122290150	718	0.056826724	6.3268549	126	3.4652
chr16_57643129_57656694	719	0.05676373	6.6285465	18	1.3269
chr9_134823305_134831289	720	0.056696727	4.2664264	2	0.2505
chr14_24334882_24390347	721	0.056696415	6.7041556	189	3.4076
chr19_50425885_50535016	722	0.056687223	5.274049	279	2.5566
chr14_102922662_102968402	723	0.056668124	5.6032386	100	2.1863
chr19_8561213_8607801	724	0.056659798	5.4190186	81	1.7386
chr1_203050522_203082762	725	0.056658395	6.6142931	106	3.2878
chr17_78410611_78451753	726	0.05665743	5.6035279	182	4.4237
chr11_78643156_78684171	727	0.056548417	6.4356419	61	1.4873
chr1_44500802_44526309	728	0.056520432	7.6062902	48	1.8818
chr1_204142687_204153850	729	0.056496163	7.5173717	21	1.8812
chr20_4172518_4196229	730	0.056485738	6.2147747	55	2.3196
chr10_124496756_124497559	731	0.056454961	5.5805724	6	7.472
chr14_22880744_23008384	732	0.056442599	7.0364985	317	2.4835
chr19_50324443_50425885	733	0.056429618	6.0268442	313	3.0855
chr4_20527489_20543289	734	0.056350211	6.0755227	0	0.0
chr11_72575629_72622902	735	0.056332367	7.1866553	108	2.2846
chr19_850023_897171	736	0.056304969	5.3276946	186	3.945
chr22_31042595_31137239	737	0.056298691	6.9907072	316	3.3388
chr12_56408646_56456187	738	0.056295268	6.256034	155	3.2603
chr1_16116736_16165566	739	0.056276879	6.5081745	115	2.3551
chr17_78451753_78484296	740	0.056233291	4.3483373	61	1.8744
chr17_44114525_44201473	741	0.056194507	6.8029127	162	1.8632
chr8_41695715_41735102	742	0.056177588	5.6385963	69	1.7518
chr19_14398585_14441513	743	0.05611722	5.9958706	30	0.6988
chr11_66574039_66882141	744	0.056097223	6.5293688	381	1.2366
chr6_160044424_160097494	745	0.056089442	5.3597939	112	2.1104
chr2_27125161_27163808	746	0.056088873	6.4284565	90	2.3288
chr16_1431864_1483916	747	0.056072133	5.5862455	362	6.9546
chrX_47618786_47659597	748	0.056055149	7.4945979	49	1.2007
chr19_45458252_45492398	749	0.05596556	5.9466723	137	4.0122
chr17_40747454_40781964	750	0.055954796	5.2541391	79	2.2892
chr12_114649811_114683398	751	0.055904566	6.1704649	8	0.2382
chr11_17404303_17431033	752	0.055867315	6.648412	87	3.2548
chr16_57741390_57814962	753	0.05583646	6.296272	224	3.0446
chr11_45204972_45261857	754	0.055802643	6.3394718	143	2.5138
chr5_36667920_36680023	755	0.055798838	7.7791872	16	1.322
chr16_1483916_1495447	756	0.055791634	5.5408848	80	6.9378
