block_id	chrom	observed_top1	observed_total	avi_top1_count	unconditional_ratio	conditional_ratio	eqtl_variant_count	eqtl_variants_per_kb
chr1_19064683_19238844	chr1	170	4608	42351	0.00401407	0.45514	407	2.3369
chr1_19238844_19319942	chr1	117	2443	9800	0.0119388	1.18896	392	4.8337
chr1_19319942_19353625	chr1	14	1235	2805	0.00499109	0.408376	161	4.7799
chr1_19353625_19471691	chr1	24	3760	4144	0.00579151	0.545569	475	4.0232
chr1_19471691_19492004	chr1	5	608	601	0.00831947	0.833849	36	1.7723
chr1_19492004_19561827	chr1	4	1880	733	0.00545703	0.60802	257	3.6807
chr1_19561827_19648300	chr1	24	2222	3734	0.00642742	0.750403	349	4.0359
chr1_19648300_19661236	chr1	11	391	1531	0.00718485	0.713119	38	2.9375
chr1_19661236_19700265	chr1	19	1141	2710	0.00701107	0.719461	123	3.1515
chr1_19700265_19734895	chr1	4	982	338	0.0118343	1.252	26	0.7508
chr1_19734895_19783943	chr1	31	1424	2677	0.0115801	1.19659	177	3.6087
chr1_19783943_19813769	chr1	4	886	443	0.00902935	0.911882	105	3.5204
chr1_19813769_19820452	chr1	9	247	814	0.0110565	0.897457	27	4.0401
chr1_19820452_19834595	chr1	0	440	24	0	0	41	2.899
chr1_19834595_19923113	chr1	24	2456	3521	0.00681625	0.737004	249	2.813
chr1_19923113_19956239	chr1	3	906	513	0.00584795	0.641455	91	2.7471
chr1_19956239_19978292	chr1	0	664	414	0	0	65	2.9474
chr1_19978292_20110578	chr1	23	3877	2351	0.00978307	1.00142	389	2.9406
chr1_20110578_20120908	chr1	8	346	765	0.0104575	0.936643	11	1.0649
chr1_20120908_20141662	chr1	4	576	573	0.0069808	0.754581	17	0.8191
chr1_20141662_20176433	chr1	17	1009	1721	0.00987798	1.02121	81	2.3295
chr1_20176433_20230269	chr1	14	1413	2434	0.00575185	0.657445	100	1.8575
chr1_20230269_20278881	chr1	4	1396	435	0.0091954	0.960617	166	3.4148
chr1_20278881_20309229	chr1	5	1001	578	0.00865052	0.786791	109	3.5917
chr1_20309229_20390322	chr1	55	2290	5799	0.00948439	1.00758	166	2.047
chr1_20390322_20435789	chr1	4	1150	553	0.00723327	0.857935	56	1.2317
chr1_20435789_20477278	chr1	4	1161	759	0.00527009	0.564989	69	1.6631
chr1_20477278_20557029	chr1	27	2123	6879	0.00392499	0.442329	209	2.6207
chr1_20557029_20588948	chr1	0	964	160	0	0	209	6.5478
chr1_20588948_20683895	chr1	109	2643	9449	0.0115356	1.24321	391	4.1181
chr1_20683895_20702739	chr1	8	640	977	0.00818833	0.723286	84	4.4577
chr1_20702739_20728146	chr1	40	778	4724	0.0084674	0.829555	96	3.7785
chr1_20728146_21208837	chr1	70	11053	20315	0.00344573	0.449561	946	1.968
chr1_21208837_21246878	chr1	14	1055	3008	0.00465426	0.503467	95	2.4973
chr1_21246878_21340133	chr1	25	2671	4449	0.00561924	0.588569	207	2.2197
chr1_21340133_21410405	chr1	11	1836	840	0.0130952	1.50364	193	2.7465
chr1_21410405_21497136	chr1	19	1708	2882	0.00659264	1.00431	363	4.1854
chr1_21497136_21522219	chr1	0	671	627	0	0	88	3.5084
chr1_21522219_21601851	chr1	34	2336	7181	0.00473472	0.484206	320	4.0185
chr1_21601851_21653456	chr1	32	1457	6812	0.00469759	0.499147	125	2.4222
chr1_21653456_21680086	chr1	8	687	1110	0.00720721	0.838113	75	2.8164
chr1_21680086_21817172	chr1	30	3569	9501	0.00315756	0.363848	439	3.2024
chr1_21817172_21858967	chr1	128	1390	14433	0.00886857	0.799989	96	2.2969
chr1_21858967_21958002	chr1	110	3004	14821	0.0074219	0.734049	244	2.4638
chr1_21958002_22019911	chr1	42	1724	3764	0.0111583	1.20209	388	6.2673
chr1_22019911_22151433	chr1	53	3492	10626	0.00498777	0.563575	486	3.6952
chr1_22151433_22167179	chr1	1	463	594	0.0016835	0.171761	48	3.0484
chr1_22167179_22186354	chr1	7	627	651	0.0107527	0.986521	80	4.1721
chr1_22186354_22248683	chr1	8	2060	1417	0.00564573	0.512465	200	3.2088
chr1_22248683_22268463	chr1	5	667	1034	0.00483559	0.430201	40	2.0222
chr1_22268463_22296020	chr1	7	854	731	0.00957592	0.926992	51	1.8507
chr1_22296020_22325086	chr1	4	861	514	0.0077821	0.788134	80	2.7524
chr1_22325086_22386590	chr1	6	1811	1422	0.00421941	0.42989	103	1.6747
chr1_22386590_22411096	chr1	3	769	399	0.0075188	0.718813	57	2.326
chr1_22411096_22540413	chr1	48	3345	8295	0.00578662	0.671128	198	1.5311
chr1_22540413_22563354	chr1	1	713	308	0.00324675	0.313396	12	0.5231
chr1_22563354_22591066	chr1	33	917	3490	0.00945559	0.857252	79	2.8508
chr1_22591066_22631825	chr1	48	1443	4202	0.0114231	0.967974	79	1.9382
chr1_22631825_22704958	chr1	24	2093	4762	0.0050399	0.528308	88	1.2033
chr1_22704958_22760390	chr1	29	1529	3687	0.00786547	0.855459	41	0.7396
chr1_22760390_22775195	chr1	4	388	615	0.00650407	0.744531	13	0.8781
chr1_22775195_22802742	chr1	31	814	3353	0.00924545	0.938641	32	1.1617
chr1_22802742_22858097	chr1	22	1652	2665	0.00825516	0.829838	133	2.4027
chr1_22858097_22905907	chr1	22	1388	3136	0.00701531	0.724932	74	1.5478
chr1_22905907_22956887	chr1	37	1336	5558	0.00665707	0.762075	107	2.0989
chr1_22956887_23184826	chr1	71	5173	15921	0.00445952	0.589502	442	1.9391
chr1_23184826_23252434	chr1	22	1680	2806	0.00784034	0.946553	189	2.7955
chr1_23252434_23389521	chr1	56	3440	12646	0.00442828	0.529412	286	2.0863
chr1_23389521_23505348	chr1	65	2854	8952	0.00726095	0.884037	345	2.9786
chr1_23505348_23559582	chr1	43	1481	5687	0.0075611	0.83066	86	1.5857
chr1_23559582_23582700	chr1	25	615	2466	0.0101379	1.14326	32	1.3842
chr1_23582700_23609883	chr1	9	749	1087	0.00827967	0.901467	14	0.515
chr1_23609883_23642846	chr1	6	789	1126	0.0053286	0.667858	32	0.9708
chr1_23642846_23691734	chr1	1	1303	250	0.004	0.450235	101	2.0659
chr1_23691734_23880376	chr1	96	4680	18903	0.00507856	0.614121	337	1.7865
chr1_23880376_24063887	chr1	50	4873	9999	0.0050005	0.564937	627	3.4167
chr1_24063887_24092278	chr1	51	937	5089	0.0100216	0.910962	87	3.0644
chr1_24092278_24121857	chr1	38	911	3511	0.0108231	1.05424	77	2.6032
chr1_24121857_24141939	chr1	10	584	1305	0.00766284	0.790505	43	2.1412
chr1_24141939_24181986	chr1	13	1208	1903	0.00683132	0.679405	123	3.0714
chr1_24181986_24199645	chr1	4	472	383	0.0104439	1.17221	51	2.888
chr1_24199645_24209542	chr1	4	312	362	0.0110497	1.05153	21	2.1219
chr1_24209542_24248855	chr1	1	1061	456	0.00219298	0.243768	44	1.1192
chr1_24248855_24321278	chr1	15	1980	2004	0.00748503	0.821346	161	2.2231
chr1_24321278_24336413	chr1	10	380	1313	0.00761615	0.910029	16	1.0572
chr1_24336413_24471893	chr1	75	3667	10469	0.00716401	0.794039	417	3.0779
chr1_24471893_24552944	chr1	12	1952	2188	0.00548446	0.683178	211	2.6033
chr1_24552944_24577764	chr1	2	691	647	0.00309119	0.333097	147	5.9226
chr1_24577764_24688927	chr1	51	2853	9472	0.00538429	0.629373	337	3.0316
chr1_24688927_24859178	chr1	18	4039	4194	0.00429185	0.542727	261	1.533
chr1_24859178_24897519	chr1	1	1088	321	0.00311526	0.329345	86	2.243
chr1_24897519_24939955	chr1	27	1183	5289	0.00510493	0.549365	47	1.1076
chr1_24939955_24980073	chr1	12	1235	1859	0.00645508	0.629065	54	1.346
chr1_24980073_25016163	chr1	10	1052	824	0.0121359	1.24901	41	1.136
chr1_25016163_25073178	chr1	8	1799	2076	0.00385356	0.366389	132	2.3152
chr1_25073178_25098398	chr1	5	771	746	0.00670241	0.657723	56	2.2205
chr1_25098398_25187440	chr1	18	2573	1615	0.0111455	1.15711	169	1.898
chr1_25187440_25412573	chr1	45	4570	8836	0.0050928	0.752664	363	1.6124
chr1_25412573_25553165	chr1	34	3151	7840	0.00433673	0.580492	353	2.5108
chr1_25553165_25582314	chr1	23	879	2847	0.00807868	0.803705	88	3.019
chr1_25582314_25677265	chr1	14	2358	2287	0.00612156	0.739501	269	2.833
chr1_25677265_25746952	chr1	10	1813	1864	0.00536481	0.618628	128	1.8368
chr1_25746952_25785479	chr1	15	1081	3138	0.00478011	0.511092	130	3.3743
chr1_25785479_25923568	chr1	81	3565	12879	0.00628931	0.730842	351	2.5418
chr1_25923568_26011814	chr1	18	2335	3049	0.00590357	0.669336	228	2.5837
chr1_26011814_26061134	chr1	56	1323	7128	0.00785634	0.878628	135	2.7372
chr1_26061134_26154619	chr1	34	2408	6020	0.00564784	0.657793	226	2.4175
chr1_26154619_26201372	chr1	103	1403	10342	0.00995939	0.995648	165	3.5292
chr1_26201372_26354781	chr1	136	4118	17386	0.00782239	0.874229	522	3.4027
chr1_26354781_26389381	chr1	25	994	2896	0.0086326	0.901472	143	4.1329
chr1_26389381_26420316	chr1	21	876	3082	0.00681376	0.721862	87	2.8123
chr1_26420316_26576921	chr1	72	3761	14257	0.00505015	0.630853	371	2.369
chr1_26576921_26661155	chr1	10	1774	1564	0.00639386	0.91079	134	1.5908
chr1_26661155_26888588	chr1	149	5073	33390	0.00446241	0.600178	310	1.363
chr1_26888588_27076911	chr1	114	4688	16433	0.00693726	0.836036	406	2.1559
chr1_27076911_27199878	chr1	34	3083	7404	0.00459211	0.549476	211	1.7159
chr1_27199878_27353463	chr1	60	3463	13173	0.00455477	0.606016	314	2.0445
chr1_27353463_27372521	chr1	65	543	8066	0.00805852	0.848504	54	2.8335
chr1_27372521_27513318	chr1	79	3312	13163	0.00600167	0.765414	239	1.6975
chr1_27513318_27644093	chr1	172	3190	31933	0.00538628	0.662436	192	1.4682
chr1_27644093_27872742	chr1	45	5330	10445	0.00430828	0.554456	453	1.9812
chr1_27872742_27946911	chr1	24	2005	4812	0.00498753	0.553497	313	4.2201
chr1_27946911_28097691	chr1	45	3542	9146	0.00492018	0.628344	323	2.1422
chr1_28097691_28132596	chr1	5	792	586	0.00853242	1.12812	69	1.9768
chr1_28132596_28307639	chr1	46	4268	9656	0.00476388	0.586141	412	2.3537
chr1_28307639_28567060	chr1	67	6211	12116	0.00552988	0.692916	753	2.9026
chr1_28567060_28748471	chr1	86	4377	14301	0.00601357	0.747722	294	1.6206
chr1_28748471_28843366	chr1	7	2367	1517	0.00461437	0.554982	230	2.4237
chr1_28843366_28862203	chr1	9	535	1095	0.00821918	0.868176	78	4.1408
chr1_28862203_29134621	chr1	85	6052	14489	0.00586652	0.792207	564	2.0703
chr1_29134621_29254578	chr1	53	2996	10002	0.00529894	0.636494	303	2.5259
chr1_29254578_29306828	chr1	49	1318	6265	0.00782123	0.93018	85	1.6268
chr1_29306828_29359145	chr1	30	1347	4026	0.00745156	0.868248	95	1.8159
chr1_29359145_29392143	chr1	1	972	73	0.0136986	1.39515	17	0.5152
chr1_29392143_29446294	chr1	3	1476	153	0.0196078	2.1581	64	1.1819
chr1_29446294_29467735	chr1	0	629	61	0	0	8	0.3731
chr1_29467735_29509484	chr1	2	1224	396	0.00505051	0.516798	26	0.6228
chr1_29509484_29545980	chr1	1	1073	159	0.00628931	0.641756	17	0.4658
chr1_29545980_29603446	chr1	3	1725	432	0.00694444	0.674686	16	0.2784
chr1_29603446_29642591	chr1	0	1125	92	0	0	7	0.1788
chr1_29642591_29689221	chr1	1	1363	269	0.00371747	0.381539	56	1.2009
chr1_29689221_29705588	chr1	1	549	63	0.015873	1.41964	1	0.0611
chr1_29705588_29726287	chr1	1	577	284	0.00352113	0.378945	10	0.4831
chr1_29726287_29772566	chr1	2	1285	188	0.0106383	1.14941	7	0.1513
chr1_29772566_29807341	chr1	2	1011	125	0.016	1.65104	13	0.3738
chr1_29807341_29834519	chr1	2	844	97	0.0206186	1.99184	2	0.0736
chr1_29834519_29850961	chr1	1	494	62	0.016129	1.61049	3	0.1825
chr1_29850961_29884765	chr1	2	1056	219	0.00913242	0.877024	8	0.2367
chr1_29884765_29897989	chr1	0	419	3	0	0	4	0.3025
chr1_29897989_29930511	chr1	0	1069	21	0	0	5	0.1537
chr1_29930511_29986565	chr1	0	1602	362	0	0	7	0.1249
chr1_29986565_30048724	chr1	0	1796	103	0	0	52	0.8366
chr1_30048724_30067736	chr1	0	582	40	0	0	18	0.9468
chr1_30067736_30105771	chr1	1	1181	104	0.00961538	0.929012	14	0.3681
chr1_30105771_30135638	chr1	2	939	160	0.0125	1.19277	3	0.1004
chr1_30135638_30182822	chr1	1	1376	108	0.00925926	0.952519	2	0.0424
chr1_30182822_30209893	chr1	2	864	119	0.0168067	1.57977	0	0.0
chr1_30209893_30272421	chr1	0	2085	130	0	0	29	0.4638
chr1_30272421_30320249	chr1	1	1577	58	0.0172414	1.56871	2	0.0418
chr1_30320249_30344855	chr1	0	842	74	0	0	26	1.0567
chr1_30344855_30418708	chr1	1	2443	233	0.00429185	0.389233	199	2.6945
chr1_30418708_30445177	chr1	0	616	21	0	0	13	0.4911
chr1_30445177_30471515	chr1	0	846	4	0	0	3	0.1139
chr1_30471515_30515518	chr1	2	1417	44	0.0454545	4.23459	2	0.0455
chr1_30515518_30525249	chr1	1	358	85	0.0117647	0.959349	3	0.3083
chr1_30525249_30589943	chr1	2	1883	138	0.0144928	1.49378	93	1.4375
chr1_30589943_30644117	chr1	3	1731	169	0.0177515	1.66667	38	0.7014
chr1_30644117_30692380	chr1	0	1550	191	0	0	28	0.5802
chr1_30692380_30749469	chr1	30	1882	4919	0.0060988	0.555007	78	1.3663
chr1_30749469_30785980	chr1	14	1181	1172	0.0119454	1.10789	90	2.465
chr1_30785980_30844633	chr1	8	1809	975	0.00820513	0.798102	129	2.1994
chr1_30844633_30866768	chr1	0	721	390	0	0	49	2.2137
chr1_30866768_30891649	chr1	31	748	2926	0.0105947	1.05724	32	1.2861
chr1_30891649_30904022	chr1	3	363	328	0.00914634	0.93527	10	0.8082
chr1_30904022_31103173	chr1	44	5054	12185	0.003611	0.42687	321	1.6118
chr1_31103173_31165822	chr1	1	1858	133	0.0075188	0.760568	81	1.2929
chr1_31165822_31214812	chr1	17	1448	2090	0.00813397	0.825587	164	3.3476
chr1_31214812_31432326	chr1	66	5556	11179	0.00590393	0.693405	705	3.2412
chr1_31432326_31547339	chr1	12	3419	1123	0.0106857	1.07838	467	4.0604
chr1_31547339_31576820	chr1	11	838	639	0.0172144	1.81682	84	2.8493
chr1_31576820_31642211	chr1	66	1588	8914	0.00740408	0.914661	123	1.881
chr1_31642211_31690310	chr1	70	1324	8844	0.00791497	0.862618	109	2.2662
chr1_31690310_31800425	chr1	109	2907	22531	0.00483778	0.549754	138	1.2532
chr1_31800425_31851366	chr1	4	1280	1027	0.00389484	0.465016	141	2.7679
chr1_31851366_31972914	chr1	29	3141	4819	0.00601785	0.698622	171	1.4069
chr1_31972914_32087440	chr1	31	2661	8009	0.00387065	0.499763	177	1.5455
chr1_32087440_32248405	chr1	82	3915	19786	0.00414434	0.511183	199	1.2363
chr1_32248405_32401035	chr1	94	3717	19119	0.00491658	0.605663	171	1.1204
chr1_32401035_32427513	chr1	1	614	65	0.0153846	1.99033	61	2.3038
chr1_32427513_32599883	chr1	26	4158	5932	0.00438301	0.545093	349	2.0247
chr1_32599883_32693175	chr1	28	2423	6735	0.00415739	0.480212	260	2.7869
chr1_32693175_32753819	chr1	34	1444	3870	0.00878553	1.1069	119	1.9623
chr1_32753819_32884582	chr1	110	3293	15717	0.00699879	0.833753	197	1.5065
chr1_32884582_32984662	chr1	46	2422	9659	0.0047624	0.590364	154	1.5388
chr1_32984662_33073363	chr1	35	2065	3437	0.0101833	1.31225	161	1.8151
chr1_33073363_33132187	chr1	32	1419	3903	0.00819882	1.01964	70	1.19
chr1_33132187_33225097	chr1	24	2303	4722	0.00508259	0.615142	162	1.7436
chr1_33225097_33292605	chr1	10	1606	4113	0.00243132	0.3066	114	1.6887
chr1_33292605_33455601	chr1	76	4283	13137	0.00578519	0.660492	522	3.2025
chr1_33455601_33520932	chr1	28	1632	5979	0.00468306	0.562406	128	1.9593
chr1_33520932_33555686	chr1	23	917	3829	0.00600679	0.682966	74	2.1293
chr1_33555686_33579016	chr1	20	668	2602	0.0076864	0.805345	83	3.5577
chr1_33579016_33592867	chr1	6	398	1224	0.00490196	0.511787	10	0.722
chr1_33592867_33636127	chr1	29	1168	4400	0.00659091	0.732336	15	0.3467
chr1_33636127_33689901	chr1	11	1375	2354	0.0046729	0.548248	7	0.1302
chr1_33689901_33717407	chr1	21	788	2579	0.00814269	0.852689	23	0.8362
chr1_33717407_33755615	chr1	14	1063	2688	0.00520833	0.561618	10	0.2617
chr1_33755615_33780621	chr1	4	737	642	0.00623053	0.634195	38	1.5196
chr1_33780621_33789100	chr1	1	274	330	0.0030303	0.281321	3	0.3538
chr1_33789100_33829273	chr1	14	1189	1516	0.00923483	0.936057	139	3.46
chr1_33829273_33866929	chr1	12	942	1404	0.00854701	1.02499	140	3.7179
chr1_33866929_33884620	chr1	0	497	180	0	0	20	1.1305
chr1_33884620_33908376	chr1	6	583	827	0.00725514	0.886894	35	1.4733
chr1_33908376_33922263	chr1	1	386	584	0.00171233	0.184812	3	0.216
chr1_33922263_33962742	chr1	1	1125	591	0.00169205	0.182646	8	0.1976
chr1_33962742_34010171	chr1	3	1403	535	0.00560748	0.568689	49	1.0331
chr1_34010171_34073757	chr1	6	1688	916	0.00655022	0.740229	38	0.5976
chr1_34073757_34103499	chr1	6	725	693	0.00865801	1.06554	17	0.5716
chr1_34103499_34150650	chr1	6	1369	254	0.023622	2.44077	5	0.106
chr1_34150650_34174661	chr1	6	623	1400	0.00428571	0.495526	13	0.5414
chr1_34174661_34211879	chr1	16	1121	2326	0.00687876	0.685139	19	0.5105
chr1_34211879_34261838	chr1	5	1281	628	0.00796178	0.931529	75	1.5012
chr1_34261838_34332413	chr1	2	1994	570	0.00350877	0.372565	83	1.1761
chr1_34332413_34350293	chr1	0	540	35	0	0	5	0.2796
chr1_34350293_34421143	chr1	5	2014	525	0.00952381	1.00511	61	0.861
chr1_34421143_34475099	chr1	2	1573	220	0.00909091	0.935491	20	0.3707
chr1_34475099_34575721	chr1	3	2542	309	0.00970874	1.15293	36	0.3578
chr1_34575721_34594533	chr1	0	560	112	0	0	4	0.2126
chr1_34594533_34626805	chr1	5	968	248	0.0201613	2.01646	4	0.1239
chr1_34626805_34652681	chr1	1	717	324	0.00308642	0.33416	35	1.3526
chr1_34652681_34740580	chr1	7	2773	1020	0.00686275	0.652609	89	1.0125
chr1_34740580_34776983	chr1	41	1144	2901	0.0141331	1.34918	113	3.1041
chr1_34776983_34802507	chr1	33	722	3764	0.00876727	0.929816	106	4.153
chr1_34802507_34842990	chr1	8	1049	785	0.0101911	1.17988	163	4.0264
chr1_34842990_34854344	chr1	6	322	906	0.00662252	0.700547	35	3.0826
chr1_34854344_34903159	chr1	24	1094	6264	0.00383142	0.512881	67	1.3725
chr1_34903159_34913978	chr1	21	300	3011	0.00697443	0.754563	4	0.3697
chr1_34913978_35168336	chr1	67	5985	14129	0.00474202	0.604597	532	2.0915
chr1_35168336_35557823	chr1	97	9445	29034	0.00334091	0.413311	582	1.4943
chr1_35557823_35861761	chr1	135	7346	28723	0.00470007	0.58339	506	1.6648
chr1_35861761_36119476	chr1	114	6108	27727	0.00411152	0.520432	315	1.2223
chr1_36119476_36210889	chr1	63	2430	10528	0.00598404	0.675332	161	1.7612
chr1_36210889_36392266	chr1	105	4905	18032	0.00582298	0.645966	225	1.2405
chr1_36392266_36469807	chr1	39	2009	6885	0.00566449	0.655894	368	4.7459
chr1_36469807_36524557	chr1	17	1544	2855	0.00595447	0.633433	151	2.758
chr1_36524557_36555030	chr1	1	810	82	0.0121951	1.37638	23	0.7548
chr1_36555030_36579125	chr1	1	758	637	0.00156986	0.149706	27	1.1206
chr1_36579125_36614714	chr1	2	1066	807	0.00247831	0.24822	6	0.1686
chr1_36614714_36670822	chr1	7	1611	1031	0.00678952	0.709398	32	0.5703
chr1_36670822_36732751	chr1	3	1746	998	0.00300601	0.319861	41	0.662
chr1_36732751_36803422	chr1	22	2138	2376	0.00925926	0.918187	22	0.3113
chr1_36803422_36859334	chr1	26	1683	5235	0.00496657	0.494993	47	0.8406
chr1_36859334_36954256	chr1	23	2780	3814	0.00603041	0.617718	27	0.2844
chr1_36954256_36984084	chr1	6	963	854	0.00702576	0.652849	26	0.8717
chr1_36984084_37053734	chr1	27	1993	3504	0.00770548	0.807857	128	1.8378
chr1_37053734_37079522	chr1	4	888	408	0.00980392	0.854134	23	0.8919
chr1_37079522_37131159	chr1	10	1495	1016	0.00984252	1.01988	34	0.6584
chr1_37131159_37192362	chr1	3	1782	705	0.00425532	0.438448	31	0.5065
chr1_37192362_37225848	chr1	0	802	4	0	0	42	1.2543
chr1_37225848_37311000	chr1	17	2564	2239	0.00759268	0.756472	164	1.926
chr1_37311000_37348933	chr1	3	1208	629	0.00476948	0.449306	60	1.5817
chr1_37348933_37432232	chr1	4	2269	741	0.00539811	0.594523	171	2.0528
chr1_37432232_37485060	chr1	26	1472	4130	0.0062954	0.677799	139	2.6312
chr1_37485060_37557454	chr1	27	1863	5704	0.00473352	0.551817	175	2.4173
chr1_37557454_37630675	chr1	74	2030	9415	0.0078598	0.850496	157	2.1442
chr1_37630675_37678016	chr1	15	1324	2354	0.00637213	0.683527	96	2.0278
chr1_37678016_37731957	chr1	63	1577	6577	0.00957884	0.982927	177	3.2814
chr1_37731957_37945773	chr1	116	5092	22014	0.00526937	0.663792	478	2.2356
chr1_37945773_38001236	chr1	34	1472	7573	0.00448963	0.50749	174	3.1372
chr1_38001236_38093722	chr1	61	2282	11562	0.0052759	0.641473	74	0.8001
chr1_38093722_38136523	chr1	23	1131	4159	0.00553018	0.627844	42	0.9813
chr1_38136523_38191879	chr1	19	1632	1701	0.0111699	1.13662	6	0.1084
chr1_38191879_38217049	chr1	15	719	1639	0.00915192	0.961143	3	0.1192
chr1_38217049_38265833	chr1	15	1445	2225	0.00674157	0.682798	30	0.615
chr1_38265833_38356696	chr1	30	2492	3274	0.0091631	1.00231	43	0.4732
chr1_38356696_38409958	chr1	6	1312	911	0.00658617	0.802117	6	0.1127
chr1_38409958_38448157	chr1	1	1017	498	0.00200803	0.226268	76	1.9896
chr1_38448157_38466946	chr1	6	532	461	0.0130152	1.379	7	0.3726
chr1_38466946_38485459	chr1	4	491	878	0.00455581	0.515326	32	1.7285
chr1_38485459_38585114	chr1	27	2653	5330	0.00506567	0.570847	29	0.291
chr1_38585114_38610643	chr1	2	645	536	0.00373134	0.443058	11	0.4309
chr1_38610643_38680242	chr1	12	1893	957	0.0125392	1.38307	63	0.9052
chr1_38680242_38743818	chr1	26	1683	2677	0.00971236	1.10067	36	0.5663
chr1_38743818_38752060	chr1	3	223	286	0.0104895	1.16307	2	0.2427
chr1_38752060_38783041	chr1	5	797	589	0.00848896	0.98995	26	0.8392
chr1_38783041_38822759	chr1	15	973	1964	0.00763747	0.935288	28	0.705
chr1_38822759_38868139	chr1	24	1124	5341	0.00449354	0.544262	65	1.4323
chr1_38868139_38921118	chr1	29	1338	3872	0.00748967	0.889675	155	2.9257
chr1_38921118_38944484	chr1	5	612	514	0.00972763	1.11419	76	3.2526
chr1_38944484_39084589	chr1	19	3617	4131	0.00459937	0.534472	486	3.4688
chr1_39084589_39500089	chr1	298	9673	54907	0.00542736	0.69939	676	1.627
chr1_39500089_39627659	chr1	40	2952	10539	0.00379543	0.492055	328	2.5711
chr1_39627659_39672930	chr1	37	1133	4748	0.00779275	0.93412	114	2.5182
chr1_39672930_39698771	chr1	16	684	2616	0.00611621	0.693197	117	4.5277
chr1_39698771_39733674	chr1	5	906	469	0.010661	1.23212	74	2.1202
chr1_39733674_39791400	chr1	18	1231	7171	0.00251011	0.353124	223	3.8631
chr1_39791400_39825196	chr1	6	1045	535	0.011215	1.0881	173	5.1189
chr1_39825196_39912063	chr1	46	2141	8855	0.00519481	0.632308	254	2.924
chr1_39912063_39977534	chr1	17	1627	5095	0.0033366	0.402798	130	1.9856
chr1_39977534_40082108	chr1	42	2670	6046	0.00694674	0.816234	317	3.0313
chr1_40082108_40107462	chr1	3	681	1160	0.00258621	0.288858	113	4.4569
chr1_40107462_40299839	chr1	61	4545	16856	0.00361889	0.459532	286	1.4867
chr1_40299839_40344186	chr1	42	1280	5213	0.00805678	0.837408	182	4.104
chr1_40344186_40425466	chr1	16	1818	5217	0.0030669	0.411349	154	1.8947
chr1_40425466_40457519	chr1	2	777	573	0.0034904	0.431961	65	2.0279
chr1_40457519_40564815	chr1	35	2653	6885	0.00508351	0.616782	383	3.5696
chr1_40564815_40622533	chr1	2	1509	479	0.00417537	0.479113	181	3.1359
chr1_40622533_40666553	chr1	27	1117	4255	0.00634548	0.750209	111	2.5216
chr1_40666553_40785843	chr1	41	2985	8630	0.00475087	0.569579	295	2.473
chr1_40785843_40816897	chr1	7	796	1280	0.00546875	0.64005	64	2.0609
chr1_40816897_40832838	chr1	26	456	4017	0.00647249	0.678803	42	2.6347
chr1_40832838_40853380	chr1	15	549	1809	0.00829187	0.930774	6	0.2921
chr1_40853380_40881556	chr1	10	732	1334	0.00749625	0.865633	120	4.2589
chr1_40881556_40918052	chr1	5	1024	508	0.00984252	1.05238	102	2.7948
chr1_40918052_40955256	chr1	6	1159	1003	0.00598205	0.576073	109	2.9298
chr1_40955256_40987208	chr1	6	906	1298	0.0046225	0.489066	130	4.0686
chr1_40987208_41282752	chr1	75	6874	12351	0.00607238	0.783237	697	2.3584
chr1_41282752_41365342	chr1	19	2198	3998	0.00475238	0.535713	270	3.2692
chr1_41365342_41386275	chr1	22	519	4672	0.0047089	0.569777	55	2.6274
chr1_41386275_41416635	chr1	22	865	2378	0.00925147	0.974132	47	1.5481
chr1_41416635_41450211	chr1	3	1004	517	0.00580271	0.582166	40	1.1913
chr1_41450211_41509505	chr1	33	1898	4039	0.00817034	0.76573	121	2.0407
chr1_41509505_41637206	chr1	102	3699	12130	0.0084089	0.870905	251	1.9655
chr1_41637206_41668182	chr1	9	794	1378	0.0065312	0.764398	72	2.3244
