rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
193	99.5086	chr8_22134128_22158340	chr8	22134128	22158340	24212	0.087174404	60.6948	54.98097	6332	261.52321	25.244734	7.4160608	72636
194	99.5061	chr17_80318825_80353558	chr17	80318825	80353558	34733	0.087054578	56.85526	50.689186	9071	261.16373	25.249775	5.8226522	104199
195	99.5035	chr11_124868471_124919859	chr11	124868471	124919859	51388	0.087030695	61.48199	56.59166	13417	261.09208	24.831915	7.0983274	154164
196	99.5009	chr16_79598568_79612827	chr16	79598568	79612827	14259	0.087009374	42.21763	39.92418	3722	261.02812	24.293488	8.2659985	42777
197	99.4984	chr1_228277645_228385828	chr1	228277645	228385828	108183	0.08664023	70.83794	61.543049	28119	259.92069	25.068515	6.2043475	324549
198	99.4958	chr10_129832239_129865232	chr10	129832239	129865232	32993	0.086472888	51.25115	47.111694	8559	259.41866	22.440879	8.5091015	98979
199	99.4933	chr17_7269290_7298362	chr17	7269290	7298362	29072	0.086371767	63.41438	55.1831	7533	259.1153	24.686456	7.4644127	87216
200	99.4907	chr11_72678939_72713471	chr11	72678939	72713471	34532	0.086200239	64.43038	57.651678	8930	258.60072	25.542562	7.5556887	103596
201	99.4882	chr17_4791884_4819403	chr17	4791884	4819403	27519	0.086134428	63.26549	57.707185	7111	258.40329	26.034096	6.6350066	82557
202	99.4856	chr3_50139306_50385287	chr3	50139306	50385287	245981	0.086045941	71.35573	61.913487	63497	258.13782	24.801034	7.8899294	737943
203	99.483	chr11_125075189_125087569	chr11	125075189	125087569	12380	0.085998923	54.8997	50.379905	3194	257.99677	26.242295	7.1121543	37140
204	99.4805	chr22_50171475_50227431	chr22	50171475	50227431	55956	0.085811471	61.16783	56.237105	14405	257.43441	25.565723	6.6612546	167868
205	99.4779	chr19_17824479_17838052	chr19	17824479	17838052	13573	0.085709374	61.70969	51.773438	3490	257.12812	25.88244	6.4308719	40719
206	99.4754	chr12_7131485_7154185	chr12	7131485	7154185	22700	0.085447871	62.81423	57.786791	5819	256.34361	25.696627	7.0456168	68100
207	99.4728	chr11_118876867_118941803	chr11	118876867	118941803	64936	0.085443103	60.21618	50.080613	16645	256.32931	23.307992	8.1026336	194808
208	99.4702	chr19_38365351_38409438	chr19	38365351	38409438	44087	0.085074209	55.29896	51.144015	11252	255.22263	24.768559	7.3274689	132261
209	99.4677	chr16_51115297_51158242	chr16	51115297	51158242	42945	0.085070051	47.07953	44.615233	10960	255.21015	23.647884	7.9804448	128835
210	99.4651	chr14_24419042_24435034	chr14	24419042	24435034	15992	0.084875771	54.09256	49.583264	4072	254.62731	25.147304	8.1643336	47976
211	99.4626	chr19_35650084_35804473	chr19	35650084	35804473	154389	0.084848446	60.39054	57.88169	39299	254.54534	25.14608	7.0904911	463167
212	99.46	chr17_74340085_74369940	chr17	74340085	74369940	29855	0.084698264	54.68651	51.454314	7586	254.09479	24.599747	6.6140359	89565
213	99.4574	chr7_100841905_100928670	chr7	100841905	100928670	86765	0.084484911	69.15736	57.100932	21991	253.45473	25.326084	7.0843321	260295
214	99.4549	chr5_124625564_124648222	chr5	124625564	124648222	22658	0.084105687	54.12366	50.745266	5717	252.31706	25.004937	7.2523434	67974
215	99.4523	chr1_40816897_40832838	chr1	40816897	40832838	15941	0.08399724	53.27176	50.155369	4017	251.99172	25.396938	8.4217933	47823
216	99.4498	chr1_213972363_214014370	chr1	213972363	214014370	42007	0.083993938	49.83652	46.458083	10585	251.98181	23.243947	8.4328759	126021
217	99.4472	chr2_176113673_176210324	chr2	176113673	176210324	96651	0.083944639	58.27517	50.625532	24340	251.83392	23.404071	9.3481823	289953
218	99.4446	chr15_88840969_88873619	chr15	88840969	88873619	32650	0.083930577	54.45433	46.821718	8221	251.79173	24.548958	6.4246472	97950
219	99.4421	chr6_31872848_31936529	chr6	31872848	31936529	63681	0.083703669	78.92276	55.907657	15991	251.11101	25.395224	6.9592339	191043
220	99.4395	chr14_23337136_23387189	chr14	23337136	23387189	50053	0.083211795	55.43461	52.006273	12495	249.63539	24.740943	7.5060238	150159
221	99.437	chr1_6441736_6502103	chr1	6441736	6502103	60367	0.083025494	59.14723	52.343596	15036	249.07648	24.244316	7.2208317	181101
222	99.4344	chr6_10383062_10424033	chr6	10383062	10424033	40971	0.082969255	72.49074	53.940305	10198	248.90776	23.372463	9.5130694	122913
223	99.4318	chr1_90103803_90107947	chr1	90103803	90107947	4144	0.082931145	24.41609	23.536701	1031	248.79344	21.239669	10.875197	12432
224	99.4293	chr6_152305554_152331902	chr6	152305554	152331902	26348	0.082903193	60.08105	53.643618	6553	248.70958	24.842376	6.4543292	79044
225	99.4267	chr16_49624613_49657426	chr16	49624613	49657426	32813	0.082893975	54.13705	43.783566	8160	248.68192	25.359321	6.3874962	98439
226	99.4242	chr19_7552174_7570522	chr19	7552174	7570522	18348	0.082879151	56.01121	50.739606	4562	248.63745	26.176132	5.4939666	55044
227	99.4216	chr17_50609337_50635862	chr17	50609337	50635862	26525	0.082475652	56.26222	49.254485	6563	247.42696	24.383994	8.5537154	79575
228	99.4191	chr3_184566087_184600676	chr3	184566087	184600676	34589	0.082290131	58.05399	49.164199	8539	246.87039	25.182846	7.7294204	103767
229	99.4165	chr19_1076026_1093669	chr19	1076026	1093669	17643	0.082280036	58.54333	51.152499	4355	246.84011	25.905738	6.456751	52929
230	99.4139	chr11_66210982_66295818	chr11	66210982	66295818	84836	0.082268534	64.84975	59.712818	20938	246.8056	25.418252	7.0142164	254508
231	99.4114	chr17_8105246_8131310	chr17	8105246	8131310	26064	0.082207899	52.18026	49.126167	6428	246.6237	24.006439	6.9654394	78192
232	99.4088	chr10_129885837_129896468	chr10	129885837	129896468	10631	0.082118333	25.87772	24.858397	2619	246.355	21.285249	9.4149389	31893
233	99.4063	chr12_53200654_53334585	chr12	53200654	53334585	133931	0.082106956	59.01758	55.85179	32990	246.32087	24.551572	7.4902133	401793
234	99.4037	chr11_62458303_62680091	chr11	62458303	62680091	221788	0.081950632	68.56101	61.893179	54527	245.85189	25.043473	7.367663	665364
235	99.4011	chr16_1978401_2014899	chr16	1978401	2014899	36498	0.081922297	76.47272	52.599726	8970	245.76689	24.879816	7.2415609	109494
236	99.3986	chr11_65489858_65597847	chr11	65489858	65597847	107989	0.08140644	66.5733	59.934322	26373	244.21932	25.192998	7.3125007	323967
237	99.396	chr1_27513318_27644093	chr1	27513318	27644093	130775	0.081394252	53.9581	51.367848	31933	244.18276	23.037292	8.5837214	392325
238	99.3935	chr11_6374403_6413087	chr11	6374403	6413087	38684	0.081325613	70.90217	56.992172	9438	243.97684	25.220888	7.4054678	116052
239	99.3909	chr19_45881296_45906958	chr19	45881296	45906958	25662	0.081287507	46.8665	44.325719	6258	243.86252	24.520589	6.9855886	76986
240	99.3883	chr9_1045596_1057797	chr9	1045596	1057797	12201	0.081277491	54.97729	45.377367	2975	243.83247	25.168269	7.7767313	36603
241	99.3858	chr1_19064683_19238844	chr1	19064683	19238844	174161	0.081057183	65.63103	61.791986	42351	243.17155	26.256294	6.6481224	522483
242	99.3832	chr6_7555287_7573350	chr6	7555287	7573350	18063	0.080938936	58.84612	49.612602	4386	242.81681	25.908507	6.1861284	54189
243	99.3807	chr12_121770586_121842843	chr12	121770586	121842843	72257	0.080933335	75.48998	57.528895	17544	242.80001	24.847056	7.2281798	216771
244	99.3781	chr6_56559239_56658632	chr6	56559239	56658632	99393	0.080743446	64.52359	58.359464	24076	242.23034	24.806707	7.1044761	298179
245	99.3755	chr17_63465817_63498888	chr17	63465817	63498888	33071	0.080614436	61.50633	56.252098	7998	241.84331	25.644126	6.952243	99213
246	99.373	chr19_49102273_49125608	chr19	49102273	49125608	23335	0.08049425	50.52386	46.663319	5635	241.48275	24.344289	7.353176	70005
247	99.3704	chr19_54133057_54184080	chr19	54133057	54184080	51023	0.080270989	55.79258	53.498436	12287	240.81297	25.68395	6.4166986	153069
248	99.3679	chr1_203034513_203050522	chr1	203034513	203050522	16009	0.080163242	55.79258	51.427519	3850	240.48972	25.444647	7.4550351	48027
249	99.3653	chr1_16040454_16052154	chr1	16040454	16052154	11700	0.08011396	54.60962	50.091401	2812	240.34188	24.812878	6.4443326	35100
250	99.3627	chr7_70773823_70795789	chr7	70773823	70795789	21966	0.079911378	53.89481	48.668487	5266	239.73413	24.472811	7.3317866	65898
251	99.3602	chr10_71774434_71827455	chr10	71774434	71827455	53021	0.079817431	59.63756	54.758907	12696	239.45229	24.804409	6.8872969	159063
252	99.3576	chr11_119091520_119166683	chr11	119091520	119166683	75163	0.07971564	64.68362	55.065338	17975	239.14692	25.365569	7.3106803	225489
253	99.3551	chr11_18692364_18725633	chr11	18692364	18725633	33269	0.079693809	48.73772	45.517857	7954	239.08143	23.906916	7.7758067	99807
254	99.3525	chr8_22205618_22228978	chr8	22205618	22228978	23360	0.079623288	59.07496	47.765444	5580	238.86986	25.110422	7.7378194	70080
255	99.35	chr3_184134242_184219685	chr3	184134242	184219685	85443	0.079585221	60.08105	53.630963	20400	238.75566	25.662684	7.0862465	256329
256	99.3474	chr1_110592321_110613072	chr1	110592321	110613072	20751	0.079562431	43.2449	40.66243	4953	238.68729	24.422656	8.5007193	62253
257	99.3448	chr4_186570030_186643337	chr4	186570030	186643337	73307	0.079487634	65.53304	56.056162	17481	238.4629	24.901663	5.835976	219921
258	99.3423	chr18_2889825_2899326	chr18	2889825	2899326	9501	0.079395151	45.66586	44.01772	2263	238.18545	24.519006	7.5719822	28503
259	99.3397	chr14_64758095_64795707	chr14	64758095	64795707	37612	0.079362969	67.92831	54.575328	8955	238.08891	24.67337	7.1308422	112836
260	99.3372	chr6_33230483_33344678	chr6	33230483	33344678	114195	0.079192025	63.33934	59.318545	27130	237.57608	25.29608	6.5323159	342585
261	99.3346	chr9_2157934_2169751	chr9	2157934	2169751	11817	0.079179713	59.44253	53.656485	2807	237.53914	22.936684	8.3352172	35451
262	99.332	chr11_119029628_119091520	chr11	119029628	119091520	61892	0.079175553	70.4203	58.252136	14701	237.52666	25.555913	6.4833337	185676
263	99.3295	chr6_30643573_30749481	chr6	30643573	30749481	105908	0.07900253	65.60634	58.790845	25101	237.00759	25.590947	7.2233523	317724
264	99.3269	chr9_130375376_130396507	chr9	130375376	130396507	21131	0.078951935	55.94	53.119008	5005	236.8558	24.827985	5.8769731	63393
265	99.3244	chr9_104784934_104819026	chr9	104784934	104819026	34092	0.078855254	58.84612	53.762764	8065	236.56576	26.183105	6.925925	102276
266	99.3218	chr6_43133932_43220028	chr6	43133932	43220028	86096	0.078838351	65.58622	57.466232	20363	236.51505	24.821934	6.9717831	258288
267	99.3192	chr17_10304445_10322387	chr17	10304445	10322387	17942	0.078828076	51.26333	47.831935	4243	236.48423	24.375322	5.9748348	53826
268	99.3167	chr22_36271022_36318590	chr22	36271022	36318590	47568	0.078806481	65.90057	57.010705	11246	236.41944	25.892439	5.7993231	142704
269	99.3141	chr15_65367620_65401218	chr15	65367620	65401218	33598	0.078734845	57.13269	50.220722	7936	236.20454	24.493708	7.3339781	100794
270	99.3116	chr6_32830099_32836776	chr6	32830099	32836776	6677	0.078628126	44.74894	42.820202	1575	235.88438	24.98655	5.9229114	20031
271	99.309	chr11_47222114_47349406	chr11	47222114	47349406	127292	0.078475736	78.57916	62.421599	29968	235.42721	25.44128	6.9755313	381876
272	99.3064	chr19_50302428_50324443	chr19	50302428	50324443	22015	0.078446514	43.3511	40.32024	5181	235.33954	24.326454	6.6097829	66045
273	99.3039	chr19_33183115_33217163	chr19	33183115	33217163	34048	0.078369753	57.86757	49.01768	8005	235.10926	25.29969	6.3521276	102144
274	99.3013	chr1_156644035_156675791	chr1	156644035	156675791	31756	0.078273922	60.85982	53.363767	7457	234.82177	25.348834	7.6171346	95268
275	99.2988	chr9_136426513_136529556	chr9	136426513	136529556	103043	0.078116256	55.81038	53.988415	24148	234.34877	25.4877	5.8146059	309129
276	99.2962	chr1_245678674_245697116	chr1	245678674	245697116	18442	0.078082637	47.18211	42.397675	4320	234.24791	24.300816	6.1272058	55326
277	99.2936	chr5_150052476_150064584	chr5	150052476	150064584	12108	0.078020042	50.99092	47.411743	2834	234.06013	26.093496	6.936	36324
278	99.2911	chr1_209609200_209634093	chr1	209609200	209634093	24893	0.077933556	59.37799	53.441084	5820	233.80067	24.87767	7.2041376	74679
279	99.2885	chr2_27324380_27518370	chr2	27324380	27518370	193990	0.077926697	70.40007	61.732403	45351	233.78009	25.230829	7.1230354	581970
280	99.286	chr17_82034541_82076205	chr17	82034541	82076205	41664	0.077836982	62.13531	54.418743	9729	233.51094	25.615488	5.8567603	124992
281	99.2834	chr17_45110749_45130491	chr17	45110749	45130491	19742	0.077786783	60.10874	51.782501	4607	233.36035	25.343422	7.1950122	59226
282	99.2809	chr10_69376655_69386138	chr10	69376655	69386138	9483	0.077718022	63.73414	53.082285	2211	233.15407	26.552473	7.2521076	28449
283	99.2783	chr19_6708809_6722011	chr19	6708809	6722011	13202	0.077564005	61.05328	49.077567	3072	232.69202	25.751987	6.2697914	39606
284	99.2757	chr17_63918780_63945768	chr17	63918780	63945768	26988	0.077441826	61.20344	52.994824	6270	232.32548	26.140227	6.597887	80964
285	99.2732	chr17_7509719_7656976	chr17	7509719	7656976	147257	0.077411147	72.38778	66.43752	34198	232.23344	25.408476	6.874588	441771
286	99.2706	chr19_1475392_1489771	chr19	1475392	1489771	14379	0.07731182	51.79228	47.902789	3335	231.93546	25.792134	6.1483473	43137
287	99.2681	chr6_44258458_44321509	chr6	44258458	44321509	63051	0.077038165	57.32001	54.943056	14572	231.11449	24.759149	7.3388744	189153
288	99.2655	chr12_70555468_70564747	chr12	70555468	70564747	9279	0.076947947	52.47324	46.189684	2142	230.84384	25.407106	6.7350133	27837
289	99.2629	chr4_182771669_182794072	chr4	182771669	182794072	22403	0.076909342	58.0148	51.216697	5169	230.72803	25.70963	6.4116291	67209
290	99.2604	chr16_84172085_84200523	chr16	84172085	84200523	28438	0.0768807	54.32302	50.497526	6559	230.6421	24.680437	6.6178314	85314
291	99.2578	chr2_232481317_232503632	chr2	232481317	232503632	22315	0.076809321	56.52422	50.377238	5142	230.42796	24.68783	6.436648	66945
292	99.2553	chr1_112711604_112726198	chr1	112711604	112726198	14594	0.076721027	59.16549	46.946393	3359	230.16308	25.012828	7.3238457	43782
293	99.2527	chr5_177486787_177563150	chr5	177486787	177563150	76363	0.076568495	62.33316	54.195631	17541	229.70549	25.004592	7.8704098	229089
294	99.2501	chr12_130159610_130175406	chr12	130159610	130175406	15796	0.076517262	54.23067	51.44011	3626	229.55179	24.895851	5.836667	47388
295	99.2476	chr20_45851687_45903616	chr20	45851687	45903616	51929	0.076431281	55.04919	50.500845	11907	229.29384	24.75606	7.020435	155787
296	99.245	chr19_11172840_11247764	chr19	11172840	11247764	74924	0.076428559	60.98166	53.604291	17179	229.28568	25.151466	6.1192142	224772
297	99.2425	chr22_20988220_21022574	chr22	20988220	21022574	34354	0.076400613	58.33186	52.147979	7874	229.20184	25.706975	6.5911337	103062
298	99.2399	chr4_113322598_113386266	chr4	113322598	113386266	63668	0.076364893	70.49864	56.927112	14586	229.09468	25.713054	6.7739451	191004
299	99.2373	chr15_40438608_40469350	chr15	40438608	40469350	30742	0.076204107	60.29193	49.60438	7028	228.61232	23.573635	8.509575	92226
300	99.2348	chr11_17379503_17404303	chr11	17379503	17404303	24800	0.076102151	57.07954	51.781152	5662	228.30645	25.564632	7.0965351	74400
301	99.2322	chr11_119344455_119369746	chr11	119344455	119369746	25291	0.075995413	64.44747	50.094764	5766	227.98624	24.590272	7.8754964	75873
302	99.2297	chr2_74868901_74883144	chr2	74868901	74883144	14243	0.075943738	59.11697	49.268564	3245	227.83122	26.146154	6.7786914	42729
303	99.2271	chr1_113880403_113908685	chr1	113880403	113908685	28282	0.075890437	77.35734	62.229149	6439	227.67131	25.570372	7.4729264	84846
304	99.2245	chr19_10305105_10334150	chr19	10305105	10334150	29045	0.075836346	76.63184	52.846959	6608	227.50904	25.025428	6.5999131	87135
305	99.222	chr7_150973904_151009102	chr7	150973904	151009102	35198	0.07576188	61.08796	52.525456	8000	227.28564	24.924916	7.0626784	105594
306	99.2194	chr17_7035506_7059593	chr17	7035506	7059593	24087	0.075711656	47.88389	43.276404	5471	227.13497	24.293585	6.644639	72261
307	99.2169	chr3_184219685_184288909	chr3	184219685	184288909	69224	0.075643322	60.25519	55.28455	15709	226.92997	24.628208	6.9226093	207672
308	99.2143	chr14_21332977_21457704	chr14	21332977	21457704	124727	0.075615812	61.38262	57.393624	28294	226.84743	26.113619	6.8197889	374181
309	99.2118	chr19_54184080_54195501	chr19	54184080	54195501	11421	0.07556256	59.0432	50.873422	2589	226.68768	25.38867	6.5391327	34263
310	99.2092	chr5_141921341_141959206	chr5	141921341	141959206	37865	0.075461068	61.05328	51.107812	8572	226.3832	24.524569	8.1099509	113595
311	99.2066	chr19_17631427_17653869	chr19	17631427	17653869	22442	0.075216113	55.29896	48.520113	5064	225.64834	27.214583	5.1393407	67326
312	99.2041	chr6_1383028_1395878	chr6	1383028	1395878	12850	0.075019455	43.28807	41.242577	2892	225.05837	24.568509	6.9581861	38550
313	99.2015	chr8_37831448_37872850	chr8	37831448	37872850	41402	0.074923917	56.14706	51.839218	9306	224.77175	24.877415	6.7973462	124206
314	99.199	chr1_2472868_2536231	chr1	2472868	2536231	63363	0.074912278	61.44404	53.503729	14240	224.73683	25.189521	5.9676302	190089
315	99.1964	chr1_43315969_43484139	chr1	43315969	43484139	168170	0.074894452	65.94564	60.582575	37785	224.68336	25.580828	7.2577036	504510
316	99.1938	chr19_15439193_15483014	chr19	15439193	15483014	43821	0.074880385	60.46121	53.902862	9844	224.64115	24.411898	7.0851074	131463
317	99.1913	chr3_52178645_52489389	chr3	52178645	52489389	310744	0.074783959	70.60521	64.804298	69716	224.35188	25.334502	7.2087501	932232
318	99.1887	chr1_16975177_17010026	chr1	16975177	17010026	34849	0.074731939	59.83699	51.690705	7813	224.19582	24.898944	6.380977	104547
319	99.1862	chr12_53056216_53118660	chr12	53056216	53118660	62444	0.074674909	58.76749	54.459009	13989	224.02473	24.843254	7.4326838	187332
320	99.1836	chr8_143557291_143634399	chr8	143557291	143634399	77108	0.074471304	66.95923	58.229019	17227	223.41391	24.95501	6.2776698	231324
321	99.181	chr4_125445779_125502950	chr4	125445779	125502950	57171	0.074460828	61.44404	48.578095	12771	223.38248	25.219404	5.6090727	171513
322	99.1785	chr1_41365342_41386275	chr1	41365342	41386275	20933	0.074396089	41.40827	40.333468	4672	223.18827	22.97125	8.1336142	62799
323	99.1759	chr16_1194877_1261017	chr16	1194877	1261017	66140	0.074392702	58.60901	54.783105	14761	223.17811	25.351467	5.7735272	198420
324	99.1734	chr9_137011367_137142184	chr9	137011367	137142184	130817	0.074371068	60.51081	57.874749	29187	223.1132	25.48514	6.1312936	392451
325	99.1708	chr8_22563483_22586073	chr8	22563483	22586073	22590	0.074265899	55.63915	52.000961	5033	222.7977	25.047582	7.7926598	67770
326	99.1682	chr17_50105613_50161696	chr17	50105613	50161696	56083	0.074247098	64.11734	54.982691	12492	222.74129	25.018115	7.5157615	168249
327	99.1657	chr14_104156783_104178863	chr14	104156783	104178863	22080	0.0741093	54.38007	51.013241	4909	222.3279	24.640671	5.7153471	66240
