block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean
chr1_11367600_11430687	chr1	11367600	11430687	63087	63087	189261	189261	0	23.58529	23.024174	275	0.0014530199	4.3590597	21.094984	3.5592058
chr1_11430687_11526939	chr1	11430687	11526939	96252	96252	288756	288756	0	51.9411	46.717227	5968	0.020667969	62.003906	25.161811	4.5216901
chr1_11526939_11559582	chr1	11526939	11559582	32643	32643	97929	97929	0	70.61152	54.903746	3106	0.031716856	95.150568	25.66114	4.3137539
chr1_11559582_11592148	chr1	11559582	11592148	32566	32566	97698	97698	0	24.27346	23.773301	152	0.0015558149	4.6674446	21.343614	3.3920027
chr1_11592148_11611007	chr1	11592148	11611007	18859	18859	56577	56577	0	23.22708	22.359563	62	0.0010958517	3.287555	20.942748	3.3216758
chr1_11611007_11651323	chr1	11611007	11651323	40316	40316	120948	120948	0	61.20344	54.423737	2381	0.019686146	59.058438	25.731652	4.5373511
chr1_11651323_11667863	chr1	11651323	11667863	16540	16540	49620	49620	0	66.11674	55.11934	2882	0.058081419	174.24426	24.817603	6.9858989
chr1_11667863_11692083	chr1	11667863	11692083	24220	24220	72660	72660	0	60.66598	50.139117	3684	0.050701899	152.1057	25.240062	6.1506482
chr1_11692083_11716139	chr1	11692083	11716139	24056	24056	72168	72168	0	59.30181	48.897974	1414	0.019593171	58.779514	24.503603	4.9432787
chr1_11716139_11736183	chr1	11716139	11736183	20044	20044	60132	60132	0	43.18164	38.107317	564	0.0093793654	28.138096	24.292646	4.2964267
chr1_11736183_11763099	chr1	11736183	11763099	26916	26916	80748	80748	0	68.88853	51.757785	1399	0.017325507	51.97652	24.357494	4.9249392
chr1_11763099_11853700	chr1	11763099	11853700	90601	90601	271803	271803	0	62.13531	56.014851	14809	0.054484314	163.45294	24.904801	6.0379908
chr1_11853700_11878809	chr1	11853700	11878809	25109	25109	75327	75327	0	46.88462	42.690316	943	0.012518752	37.556255	23.264245	4.3183263
chr1_11878809_11926564	chr1	11878809	11926564	47755	47755	143265	143265	0	59.73381	53.718984	4959	0.034614177	103.84253	24.121549	5.1368849
chr1_11926564_12015506	chr1	11926564	12015506	88942	88942	266826	266826	0	63.64196	57.520704	11490	0.043061771	129.18531	25.567995	5.747611
chr1_12015506_12054235	chr1	12015506	12054235	38729	38729	116187	116187	0	56.83144	47.247395	1545	0.013297529	39.892587	24.749337	4.4208657
chr1_12054235_12097824	chr1	12054235	12097824	43589	43589	130767	130767	0	39.82214	35.742232	1233	0.0094289844	28.286953	22.808148	4.5886329
chr1_12097824_12116740	chr1	12097824	12116740	18916	18916	56748	56748	0	42.91156	37.037927	729	0.012846268	38.538803	24.860095	4.0398506
chr1_12116740_12138578	chr1	12116740	12138578	21838	21838	65514	65514	0	45.28638	39.540612	822	0.012546937	37.64081	23.541354	4.8241408
chr1_12138578_12180767	chr1	12138578	12180767	42189	42189	126567	126567	0	58.13021	42.652839	1680	0.013273602	39.820806	22.903497	5.1327608
chr1_12180767_12207235	chr1	12180767	12207235	26468	26468	79404	79404	0	54.79737	45.192631	1791	0.022555539	67.666616	25.028357	5.3534612
chr1_12207235_12407567	chr1	12207235	12407567	200332	200332	600996	600996	0	71.19045	63.00177	26034	0.043318092	129.95428	25.381674	5.8533806
chr1_12407567_12527631	chr1	12407567	12527631	120064	120064	360192	360192	0	52.67924	48.519224	8568	0.023787313	71.36194	23.115244	5.8088234
chr1_12527631_12543232	chr1	12527631	12543232	15601	15601	46803	46803	0	25.38203	24.054725	402	0.008589193	25.767579	21.397736	4.2834132
chr1_12543232_12589320	chr1	12543232	12589320	46088	46088	138264	138264	0	60.04853	48.868563	2273	0.016439565	49.318695	25.112597	4.5167025
chr1_12589320_12609748	chr1	12589320	12609748	20428	20428	61284	61284	0	33.88876	26.717075	622	0.010149468	30.448404	21.822675	4.8624277
chr1_12609748_12615956	chr1	12609748	12615956	6208	6208	18624	18624	0	27.4854	23.561343	180	0.0096649485	28.994845	21.212776	5.0164061
chr1_12615956_12627807	chr1	12615956	12627807	11851	11851	35553	35553	0	43.75816	40.239625	1844	0.051866228	155.59868	22.576267	7.0588517
chr1_12627807_12710318	chr1	12627807	12710318	82511	82511	247533	247533	0	46.90185	37.512514	1320	0.0053326223	15.997867	23.31085	3.8237269
chr1_12710318_12717928	chr1	12710318	12717928	7610	7610	22830	22830	0	60.30777	42.24307	264	0.011563732	34.691196	24.360609	4.714024
chr1_12717928_12769849	chr1	12717928	12769849	51921	51921	155763	155763	0	50.10394	47.954019	1958	0.012570379	37.711138	24.322422	3.5884491
chr1_12769849_12807124	chr1	12769849	12807124	37275	37275	111825	111825	0	32.2639	30.51095	769	0.0068768165	20.630449	24.179185	2.8928284
chr1_12807124_13376677	chr1	12807124	13376677	569553	519553	1558659	1558659	0	33.94016	33.020708	8957	0.0057466065	15.726368	24.272482	2.6559465
chr1_13376677_13417181	chr1	13376677	13417181	40504	40504	121512	121512	0	32.30593	30.359049	338	0.0027816183	8.3448548	25.09592	2.6223093
chr1_13417181_13446109	chr1	13417181	13446109	28928	28928	86784	86784	0	30.82413	29.380435	292	0.0033646755	10.094027	24.398133	3.0465987
chr1_13446109_13481690	chr1	13446109	13481690	35581	35581	106743	106743	0	41.48265	39.605909	523	0.0048996187	14.698856	23.571863	3.274432
chr1_13481690_13493080	chr1	13481690	13493080	11390	11390	34170	34170	0	29.0484	27.062788	162	0.0047410009	14.223003	22.170006	3.6604485
chr1_13493080_13516186	chr1	13493080	13516186	23106	23106	69318	69318	0	38.42795	37.719523	1268	0.018292507	54.877521	24.351455	4.222778
chr1_13516186_13542578	chr1	13516186	13542578	26392	26392	79176	79176	0	23.95998	23.336233	126	0.0015913913	4.774174	21.160214	3.3553154
chr1_13542578_13569479	chr1	13542578	13569479	26901	26901	80703	80703	0	24.80296	23.837205	311	0.0038536362	11.560909	21.074913	3.8844989
chr1_13569479_13578723	chr1	13569479	13578723	9244	9244	27732	27732	0	23.47816	22.636732	37	0.0013341988	4.0025963	21.294051	3.2222994
chr1_13578723_13604664	chr1	13578723	13604664	25941	25941	77823	77823	0	49.80059	40.72496	1028	0.013209462	39.628387	22.791386	4.6266345
chr1_13604664_13621842	chr1	13604664	13621842	17178	17178	51534	51534	0	55.04919	46.127829	615	0.011933869	35.801607	25.08531	4.584334
chr1_13621842_13630519	chr1	13621842	13630519	8677	8677	26031	26031	0	24.76152	24.071753	142	0.0054550344	16.365103	21.879395	3.635335
chr1_13630519_13803003	chr1	13630519	13803003	172484	172484	517452	517452	0	58.94934	51.278865	9834	0.019004661	57.013984	24.924644	4.9705039
chr1_13803003_13832260	chr1	13803003	13832260	29257	29257	87771	87771	0	50.08481	42.304296	493	0.0056168894	16.850668	23.093662	3.982625
chr1_13832260_13844386	chr1	13832260	13844386	12126	12126	36378	36378	0	19.74689	18.411999	0	0	0		3.3096865
chr1_13844386_13877514	chr1	13844386	13877514	33128	33128	99384	99384	0	21.69989	20.694424	17	0.00017105369	0.51316107	20.476269	3.3941195
chr1_13877514_13913797	chr1	13877514	13913797	36283	36283	108849	108849	0	58.36387	42.298254	404	0.0037115637	11.134691	23.476766	3.4755079
chr1_13913797_13954956	chr1	13913797	13954956	41159	41159	123477	123477	0	23.07145	22.694169	76	0.00061549924	1.8464977	20.911313	3.6240536
chr1_13954956_13975307	chr1	13954956	13975307	20351	20351	61053	61053	0	27.82428	26.393627	98	0.0016051627	4.8154882	23.174527	2.8861458
chr1_13975307_14026700	chr1	13975307	14026700	51393	51393	154179	154179	0	25.00601	23.530866	135	0.00087560563	2.6268169	21.18758	3.7846246
chr1_14026700_14066132	chr1	14026700	14066132	39432	39432	118296	118296	0	24.51515	23.665816	224	0.0018935551	5.6806654	21.12697	3.8617794
chr1_14066132_14114856	chr1	14066132	14114856	48724	48724	146172	146172	0	25.09716	23.713785	185	0.0012656323	3.7968968	21.33195	3.4211879
chr1_14114856_14139590	chr1	14114856	14139590	24734	24734	74202	74202	0	24.19419	22.164707	48	0.00064688283	1.9406485	20.841883	3.6885962
chr1_14139590_14181195	chr1	14139590	14181195	41605	41605	124815	124815	0	45.96883	40.886387	502	0.0040219525	12.065857	24.159856	4.0054367
chr1_14181195_14262226	chr1	14181195	14262226	81031	81031	243093	243093	0	29.33271	24.986912	341	0.0014027553	4.208266	21.184334	3.5910558
chr1_14262226_14299469	chr1	14262226	14299469	37243	37243	111729	111729	0	23.77918	23.31104	178	0.0015931405	4.7794216	21.172077	3.7948648
chr1_14299469_14325023	chr1	14299469	14325023	25554	25554	76662	76662	0	24.12871	23.452157	230	0.0030001826	9.0005479	21.154146	4.1739961
chr1_14325023_14364916	chr1	14325023	14364916	39893	39893	119679	119679	0	23.40349	22.012873	54	0.00045120698	1.3536209	20.866916	3.6764775
chr1_14364916_14380313	chr1	14364916	14380313	15397	15397	46191	46191	0	22.18764	22.006119	46	0.000995865	2.987595	21.139929	4.0403977
chr1_14380313_14393794	chr1	14380313	14393794	13481	13481	40443	40443	0	23.21018	21.328109	14	0.00034616621	1.0384986	21.011904	4.4123113
chr1_14393794_14406664	chr1	14393794	14406664	12870	12870	38610	38610	0	23.70188	23.203288	51	0.0013209013	3.962704	21.417394	3.6124881
chr1_14406664_14466753	chr1	14406664	14466753	60089	60089	180267	180267	0	24.87414	24.068031	282	0.0015643462	4.6930387	21.464704	3.6556116
chr1_14466753_14551306	chr1	14466753	14551306	84553	84553	253659	253659	0	26.49543	24.518961	943	0.0037175894	11.152768	21.340491	4.4709292
chr1_14551306_14603075	chr1	14551306	14603075	51769	51769	155307	155307	0	45.60596	42.834101	1416	0.0091174255	27.352276	22.880807	4.6701917
chr1_14603075_14668759	chr1	14603075	14668759	65684	65684	197052	197052	0	23.83166	23.609517	683	0.0034660902	10.398271	21.102537	4.2042583
chr1_14668759_14733452	chr1	14668759	14733452	64693	64693	194079	194079	0	23.60769	23.000699	261	0.0013448132	4.0344396	20.909796	3.9529772
chr1_14733452_14773226	chr1	14733452	14773226	39774	39774	119322	119322	0	23.88549	23.551329	294	0.0024639212	7.3917635	21.080952	4.0332797
chr1_14773226_14801973	chr1	14773226	14801973	28747	28747	86241	86241	0	25.20777	24.279237	223	0.0025857771	7.7573312	21.463773	4.3522826
chr1_14801973_14827510	chr1	14801973	14827510	25537	25537	76611	76611	0	25.11558	23.918684	190	0.0024800616	7.4401848	21.348572	3.8702185
chr1_14827510_14855657	chr1	14827510	14855657	28147	28147	84441	84441	0	23.62764	22.895242	142	0.0016816475	5.0449426	20.932583	4.0445754
chr1_14855657_14866420	chr1	14855657	14866420	10763	10763	32289	32289	0	22.5551	21.569347	41	0.0012697823	3.8093468	20.901035	3.7348759
chr1_14866420_14888678	chr1	14866420	14888678	22258	22258	66774	66774	0	25.30676	24.516553	178	0.0026657082	7.9971246	21.486651	4.1923005
chr1_14888678_14946249	chr1	14888678	14946249	57571	57571	172713	172713	0	32.17966	29.745751	1059	0.0061315593	18.394678	21.957043	4.6793945
chr1_14946249_14985000	chr1	14946249	14985000	38751	38751	116253	116253	0	40.86902	39.675874	742	0.006382631	19.147893	23.709041	4.246013
chr1_14985000_15021926	chr1	14985000	15021926	36926	36926	110778	110778	0	27.02466	25.404366	502	0.0045315857	13.594757	21.529923	4.1030261
chr1_15021926_15046542	chr1	15021926	15046542	24616	24616	73848	73848	0	50.08481	43.352823	816	0.011049724	33.149171	26.493272	4.0900324
chr1_15046542_15099573	chr1	15046542	15099573	53031	53031	159093	159093	0	52.27117	44.010546	2886	0.018140333	54.420999	24.477057	4.3607153
chr1_15099573_15123295	chr1	15099573	15123295	23722	23722	71166	71166	0	56.31253	47.087129	1611	0.022637214	67.911643	25.22107	3.9669456
chr1_15123295_15180914	chr1	15123295	15180914	57619	57619	172857	172857	0	36.73866	35.23265	906	0.0052413266	15.72398	21.975923	4.4859709
chr1_15180914_15211362	chr1	15180914	15211362	30448	30448	91344	91344	0	31.44031	29.067519	377	0.0041272552	12.381766	21.938358	4.6329487
chr1_15211362_15244771	chr1	15211362	15244771	33409	33409	100227	100227	0	49.50539	45.570067	1681	0.016771928	50.315783	24.644419	4.8762534
chr1_15244771_15293528	chr1	15244771	15293528	48757	48757	146271	146271	0	47.01152	42.041228	1184	0.0080945642	24.283693	24.293941	4.6157279
chr1_15293528_15322535	chr1	15293528	15322535	29007	29007	87021	87021	0	52.81561	48.661982	1348	0.015490514	46.471541	24.874656	4.4334695
chr1_15322535_15360068	chr1	15322535	15360068	37533	37533	112599	112599	0	51.93033	49.934465	2529	0.022460235	67.380705	24.46359	5.5265536
chr1_15360068_15419366	chr1	15360068	15419366	59298	59298	177894	177894	0	56.59338	51.143551	4042	0.022721396	68.164188	24.002082	5.4772294
chr1_15419366_15470313	chr1	15419366	15470313	50947	50947	152841	152841	0	59.75937	54.874928	4646	0.030397603	91.192808	25.566127	5.0404764
chr1_15470313_15742120	chr1	15470313	15742120	271807	271807	815421	815421	0	67.00226	59.660464	24269	0.02976254	89.28762	25.164891	5.2572095
chr1_15742120_15799466	chr1	15742120	15799466	57346	57346	172038	172038	0	52.42044	45.863714	4612	0.026808031	80.424092	24.383131	5.2799555
chr1_15799466_16040454	chr1	15799466	16040454	240988	240988	722964	722964	0	66.2084	57.727899	33682	0.046588765	139.7663	25.002532	6.0513006
chr1_16040454_16052154	chr1	16040454	16052154	11700	11700	35100	35100	0	54.60962	50.091401	2812	0.08011396	240.34188	24.812878	6.4443326
chr1_16052154_16116736	chr1	16052154	16116736	64582	64582	193746	193746	0	57.53389	48.307595	4071	0.021012047	63.03614	23.668117	5.0422538
chr1_16116736_16165566	chr1	16116736	16165566	48830	48830	146490	146490	0	64.06672	53.343996	8244	0.056276879	168.83064	24.683832	6.5081745
chr1_16165566_16220471	chr1	16165566	16220471	54905	54905	164715	164715	0	58.15108	53.182207	6341	0.038496797	115.49039	24.917109	5.5271027
chr1_16220471_16407941	chr1	16220471	16407941	187470	187470	562410	562410	0	59.7804	54.414915	11704	0.020810441	62.431322	24.792261	5.3384138
chr1_16407941_16479926	chr1	16407941	16479926	71985	71985	215955	215955	0	61.70969	49.7396	3218	0.014901253	44.703758	24.785024	4.4753436
chr1_16479926_16857205	chr1	16479926	16857205	377279	327279	981837	981837	0	37.44081	35.949451	12594	0.012826976	33.381132	21.744774	4.5168062
chr1_16857205_16975177	chr1	16857205	16975177	117972	117972	353916	353916	0	60.56941	56.442887	10592	0.029928006	89.784017	24.24115	5.1664077
chr1_16975177_17010026	chr1	16975177	17010026	34849	34849	104547	104547	0	59.83699	51.690705	7813	0.074731939	224.19582	24.898944	6.380977
chr1_17010026_17104073	chr1	17010026	17104073	94047	94047	282141	282141	0	63.33934	56.833282	6631	0.023502433	70.5073	25.546207	5.1344971
chr1_17104073_17134576	chr1	17104073	17134576	30503	30503	91509	91509	0	47.44885	40.970563	1115	0.012184594	36.553782	23.363787	4.7165954
chr1_17134576_17171239	chr1	17134576	17171239	36663	36663	109989	109989	0	23.984	23.317083	222	0.0020183837	6.055151	21.083286	3.9843292
chr1_17171239_17214200	chr1	17171239	17214200	42961	42961	128883	128883	0	44.02643	35.669153	774	0.0060054468	18.01634	21.850311	4.345808
chr1_17214200_17222032	chr1	17214200	17222032	7832	7832	23496	23496	0	24.1734	22.980641	44	0.0018726592	5.6179775	21.419532	3.8976353
chr1_17222032_17229436	chr1	17222032	17229436	7404	7404	22212	22212	0	46.10033	40.635095	1065	0.047947056	143.84117	24.815668	5.3778578
chr1_17229436_17236721	chr1	17229436	17236721	7285	7285	21855	21855	0	47.3078	40.578041	737	0.03372226	101.16678	24.79588	5.3393281
chr1_17236721_17271815	chr1	17236721	17271815	35094	35094	105282	105282	0	47.48488	43.375405	3259	0.030954959	92.864877	24.325426	4.8451396
chr1_17271815_17310923	chr1	17271815	17310923	39108	39108	117324	117324	0	58.27517	53.141417	2357	0.020089666	60.268999	24.715478	4.3354169
chr1_17310923_17352277	chr1	17310923	17352277	41354	41354	124062	124062	0	51.5766	43.740788	1505	0.012131031	36.393094	24.84669	4.2512926
chr1_17352277_17381263	chr1	17352277	17381263	28986	28986	86958	86958	0	60.66598	44.688751	1944	0.02235562	67.06686	25.025735	4.350118
chr1_17381263_17475388	chr1	17381263	17475388	94125	94125	282375	282375	0	62.59378	52.315035	7140	0.025285525	75.856574	25.139614	4.5742413
chr1_17475388_17548912	chr1	17475388	17548912	73524	73524	220572	220572	0	29.64765	26.465105	880	0.003989627	11.968881	21.557626	3.9502003
chr1_17548912_17583006	chr1	17548912	17583006	34094	34094	102282	102282	0	65.27649	38.257011	763	0.0074597681	22.379304	22.476263	5.0225417
chr1_17583006_17593322	chr1	17583006	17593322	10316	10316	30948	30948	0	42.16787	38.156712	464	0.014992891	44.978674	22.84183	5.1522058
chr1_17593322_17640351	chr1	17593322	17640351	47029	47029	141087	141087	0	70.48283	54.0273	5573	0.03950045	118.50135	25.647225	5.382197
chr1_17640351_17694158	chr1	17640351	17694158	53807	53807	161421	161421	0	52.91425	47.327096	2500	0.015487452	46.462356	24.456976	4.3118623
chr1_17694158_17718017	chr1	17694158	17718017	23859	23859	71577	71577	0	46.49762	41.433034	1206	0.016848988	50.546963	24.89276	3.928502
chr1_17718017_17758795	chr1	17718017	17758795	40778	40778	122334	122334	0	26.19513	24.869051	174	0.0014223356	4.2670067	21.361987	3.2898295
chr1_17758795_17784206	chr1	17758795	17784206	25411	25411	76233	76233	0	24.30523	24.091005	322	0.0042238925	12.671678	21.33371	3.7201199
chr1_17784206_17805774	chr1	17784206	17805774	21568	21568	64704	64704	0	23.95495	23.556423	172	0.0026582591	7.9747774	21.108232	3.6353913
chr1_17805774_17825352	chr1	17805774	17825352	19578	19578	58734	58734	0	39.48583	35.844646	713	0.012139476	36.418429	23.217632	3.3699841
chr1_17825352_17856722	chr1	17825352	17856722	31370	31370	94110	94110	0	42.14459	37.717734	1095	0.01163532	34.905961	23.546791	3.6248722
chr1_17856722_17884014	chr1	17856722	17884014	27292	27292	81876	81876	0	23.78117	23.332427	258	0.0031511066	9.4533197	21.074618	3.8156818
chr1_17884014_17937863	chr1	17884014	17937863	53849	53849	161547	161547	0	23.99562	23.181327	275	0.001702291	5.1068729	21.152807	3.3328474
chr1_17937863_17950986	chr1	17937863	17950986	13123	13123	39369	39369	0	22.17716	20.993516	13	0.00033020905	0.99062714	20.826878	3.1470715
chr1_17950986_17996991	chr1	17950986	17996991	46005	46005	138015	138015	0	22.785	22.400454	250	0.0018113973	5.4341919	20.982517	3.1772813
chr1_17996991_18006620	chr1	17996991	18006620	9629	9629	28887	28887	0	23.65386	22.334733	90	0.0031155883	9.346765	20.993562	3.0806882
chr1_18006620_18028918	chr1	18006620	18028918	22298	22298	66894	66894	0	23.73937	22.121673	58	0.00086704338	2.6011301	20.886954	3.154686
chr1_18028918_18066997	chr1	18028918	18066997	38079	38079	114237	114237	0	24.43962	23.738715	440	0.0038516418	11.554925	21.199981	3.327574
chr1_18066997_18101121	chr1	18066997	18101121	34124	34124	102372	102372	0	24.86221	24.137943	110	0.0010745126	3.2235377	21.40402	3.2331001
chr1_18101121_18113497	chr1	18101121	18113497	12376	12376	37128	37128	0	34.24311	30.698001	300	0.0080801551	24.240465	21.738451	5.0941567
chr1_18113497_18133212	chr1	18113497	18133212	19715	19715	59145	59145	0	26.31546	23.962695	339	0.0057316764	17.195029	21.273388	3.9189376
chr1_18133212_18161316	chr1	18133212	18161316	28104	28104	84312	84312	0	24.72592	23.558492	282	0.0033447196	10.034159	21.261954	4.0789995
chr1_18161316_18164093	chr1	18161316	18164093	2777	2777	8331	8331	0	21.76245	20.606588	7	0.00084023527	2.5207058	21.062483	3.100678
chr1_18164093_18186489	chr1	18164093	18186489	22396	22396	67188	67188	0	22.80376	22.633769	191	0.0028427695	8.5283086	21.098119	3.8266067
chr1_18186489_18227851	chr1	18186489	18227851	41362	41362	124086	124086	0	24.6023	23.424932	332	0.0026755637	8.0266912	21.109606	3.7283655
chr1_18227851_18243016	chr1	18227851	18243016	15165	15165	45495	45495	0	38.53764	36.812177	484	0.010638532	31.915595	24.25079	4.4659637
chr1_18243016_18253174	chr1	18243016	18253174	10158	10158	30474	30474	0	21.1009	20.531804	7	0.00022970401	0.68911203	20.914029	3.5983876
chr1_18253174_18283612	chr1	18253174	18283612	30438	30438	91314	91314	0	25.73976	24.518021	370	0.0040519526	12.155858	21.555434	3.5985716
chr1_18283612_18319588	chr1	18283612	18319588	35976	35976	107928	107928	0	37.95712	36.361505	875	0.0081072567	24.32177	22.741219	3.9332714
