block_id	chrom	start	end	length_bp	eqtl_variant_count	eqtl_pair_count	eqtl_gene_count	eqtl_tissue_count	eqtl_variants_per_kb
chr1_18807496_18852250	chr1	18807496	18852250	44754	25	25	7	10	0.5586
chr1_18852250_18878764	chr1	18852250	18878764	26514	77	101	8	15	2.9041
chr1_18878764_18913701	chr1	18878764	18913701	34937	96	105	10	26	2.7478
chr1_18913701_18964100	chr1	18913701	18964100	50399	161	322	13	35	3.1945
chr1_18964100_19064683	chr1	18964100	19064683	100583	432	1288	14	48	4.295
chr1_19064683_19238844	chr1	19064683	19238844	174161	407	1401	17	48	2.3369
chr1_19238844_19319942	chr1	19238844	19319942	81098	392	1451	16	48	4.8337
chr1_19319942_19353625	chr1	19319942	19353625	33683	161	732	13	45	4.7799
chr1_19353625_19471691	chr1	19353625	19471691	118066	475	1684	20	43	4.0232
chr1_19471691_19492004	chr1	19471691	19492004	20313	36	67	13	29	1.7723
chr1_19492004_19561827	chr1	19492004	19561827	69823	257	541	16	30	3.6807
chr1_19561827_19648300	chr1	19561827	19648300	86473	349	1026	16	33	4.0359
chr1_19648300_19661236	chr1	19648300	19661236	12936	38	62	11	20	2.9375
chr1_19661236_19700265	chr1	19661236	19700265	39029	123	264	13	22	3.1515
chr1_19700265_19734895	chr1	19700265	19734895	34630	26	46	15	23	0.7508
chr1_19734895_19783943	chr1	19734895	19783943	49048	177	217	11	18	3.6087
chr1_19783943_19813769	chr1	19783943	19813769	29826	105	168	11	35	3.5204
chr1_19813769_19820452	chr1	19813769	19820452	6683	27	28	6	17	4.0401
chr1_19820452_19834595	chr1	19820452	19834595	14143	41	44	8	32	2.899
chr1_19834595_19923113	chr1	19834595	19923113	88518	249	387	9	45	2.813
chr1_19923113_19956239	chr1	19923113	19956239	33126	91	120	12	29	2.7471
chr1_19956239_19978292	chr1	19956239	19978292	22053	65	129	10	24	2.9474
chr1_19978292_20110578	chr1	19978292	20110578	132286	389	572	16	40	2.9406
chr1_20110578_20120908	chr1	20110578	20120908	10330	11	12	5	7	1.0649
chr1_20120908_20141662	chr1	20120908	20141662	20754	17	24	5	16	0.8191
chr1_20141662_20176433	chr1	20141662	20176433	34771	81	177	12	32	2.3295
chr1_20176433_20230269	chr1	20176433	20230269	53836	100	273	16	30	1.8575
chr1_20230269_20278881	chr1	20230269	20278881	48612	166	400	19	27	3.4148
chr1_20278881_20309229	chr1	20278881	20309229	30348	109	144	15	25	3.5917
chr1_20309229_20390322	chr1	20309229	20390322	81093	166	259	16	25	2.047
chr1_20390322_20435789	chr1	20390322	20435789	45467	56	60	10	19	1.2317
chr1_20435789_20477278	chr1	20435789	20477278	41489	69	121	13	44	1.6631
chr1_20477278_20557029	chr1	20477278	20557029	79751	209	517	13	46	2.6207
chr1_20557029_20588948	chr1	20557029	20588948	31919	209	557	14	39	6.5478
chr1_20588948_20683895	chr1	20588948	20683895	94947	391	1321	16	46	4.1181
chr1_20683895_20702739	chr1	20683895	20702739	18844	84	115	16	32	4.4577
chr1_20702739_20728146	chr1	20702739	20728146	25407	96	190	17	35	3.7785
chr1_20728146_21208837	chr1	20728146	21208837	480691	946	2374	23	42	1.968
chr1_21208837_21246878	chr1	21208837	21246878	38041	95	212	17	26	2.4973
chr1_21246878_21340133	chr1	21246878	21340133	93255	207	362	20	23	2.2197
chr1_21340133_21410405	chr1	21340133	21410405	70272	193	373	16	26	2.7465
chr1_21410405_21497136	chr1	21410405	21497136	86731	363	856	17	49	4.1854
chr1_21497136_21522219	chr1	21497136	21522219	25083	88	195	8	47	3.5084
chr1_21522219_21601851	chr1	21522219	21601851	79632	320	535	21	35	4.0185
chr1_21601851_21653456	chr1	21601851	21653456	51605	125	187	14	22	2.4222
chr1_21653456_21680086	chr1	21653456	21680086	26630	75	100	8	16	2.8164
chr1_21680086_21817172	chr1	21680086	21817172	137086	439	748	18	31	3.2024
chr1_21817172_21858967	chr1	21817172	21858967	41795	96	156	13	32	2.2969
chr1_21858967_21958002	chr1	21858967	21958002	99035	244	798	20	31	2.4638
chr1_21958002_22019911	chr1	21958002	22019911	61909	388	1566	24	31	6.2673
chr1_22019911_22151433	chr1	22019911	22151433	131522	486	1530	21	49	3.6952
chr1_22151433_22167179	chr1	22151433	22167179	15746	48	83	10	41	3.0484
chr1_22167179_22186354	chr1	22167179	22186354	19175	80	99	8	37	4.1721
chr1_22186354_22248683	chr1	22186354	22248683	62329	200	272	12	29	3.2088
chr1_22248683_22268463	chr1	22248683	22268463	19780	40	57	11	13	2.0222
chr1_22268463_22296020	chr1	22268463	22296020	27557	51	52	7	13	1.8507
chr1_22296020_22325086	chr1	22296020	22325086	29066	80	84	7	14	2.7524
chr1_22325086_22386590	chr1	22325086	22386590	61504	103	120	12	13	1.6747
chr1_22386590_22411096	chr1	22386590	22411096	24506	57	78	6	7	2.326
chr1_22411096_22540413	chr1	22411096	22540413	129317	198	270	13	34	1.5311
chr1_22540413_22563354	chr1	22540413	22563354	22941	12	15	9	9	0.5231
chr1_22563354_22591066	chr1	22563354	22591066	27712	79	91	9	13	2.8508
chr1_22591066_22631825	chr1	22591066	22631825	40759	79	84	11	16	1.9382
chr1_22631825_22704958	chr1	22631825	22704958	73133	88	105	15	18	1.2033
chr1_22704958_22760390	chr1	22704958	22760390	55432	41	41	7	10	0.7396
chr1_22760390_22775195	chr1	22760390	22775195	14805	13	13	3	6	0.8781
chr1_22775195_22802742	chr1	22775195	22802742	27547	32	34	4	11	1.1617
chr1_22802742_22858097	chr1	22802742	22858097	55355	133	141	16	23	2.4027
chr1_22858097_22905907	chr1	22858097	22905907	47810	74	118	17	18	1.5478
chr1_22905907_22956887	chr1	22905907	22956887	50980	107	308	13	28	2.0989
chr1_22956887_23184826	chr1	22956887	23184826	227939	442	1682	21	39	1.9391
chr1_23184826_23252434	chr1	23184826	23252434	67608	189	690	14	39	2.7955
chr1_23252434_23389521	chr1	23252434	23389521	137087	286	1037	23	45	2.0863
chr1_23389521_23505348	chr1	23389521	23505348	115827	345	1269	23	46	2.9786
chr1_23505348_23559582	chr1	23505348	23559582	54234	86	221	11	38	1.5857
chr1_23559582_23582700	chr1	23559582	23582700	23118	32	50	8	22	1.3842
chr1_23582700_23609883	chr1	23582700	23609883	27183	14	15	9	9	0.515
chr1_23609883_23642846	chr1	23609883	23642846	32963	32	64	19	19	0.9708
chr1_23642846_23691734	chr1	23642846	23691734	48888	101	241	20	28	2.0659
chr1_23691734_23880376	chr1	23691734	23880376	188642	337	1539	23	44	1.7865
chr1_23880376_24063887	chr1	23880376	24063887	183511	627	1936	28	37	3.4167
chr1_24063887_24092278	chr1	24063887	24092278	28391	87	339	18	25	3.0644
chr1_24092278_24121857	chr1	24092278	24121857	29579	77	242	13	22	2.6032
chr1_24121857_24141939	chr1	24121857	24141939	20082	43	143	11	20	2.1412
chr1_24141939_24181986	chr1	24141939	24181986	40047	123	399	18	28	3.0714
chr1_24181986_24199645	chr1	24181986	24199645	17659	51	160	10	24	2.888
chr1_24199645_24209542	chr1	24199645	24209542	9897	21	21	3	3	2.1219
chr1_24209542_24248855	chr1	24209542	24248855	39313	44	44	7	8	1.1192
chr1_24248855_24321278	chr1	24248855	24321278	72423	161	248	23	24	2.2231
chr1_24321278_24336413	chr1	24321278	24336413	15135	16	26	6	17	1.0572
chr1_24336413_24471893	chr1	24336413	24471893	135480	417	1088	25	42	3.0779
chr1_24471893_24552944	chr1	24471893	24552944	81051	211	541	18	34	2.6033
chr1_24552944_24577764	chr1	24552944	24577764	24820	147	246	10	26	5.9226
chr1_24577764_24688927	chr1	24577764	24688927	111163	337	485	22	26	3.0316
chr1_24688927_24859178	chr1	24688927	24859178	170251	261	356	19	23	1.533
chr1_24859178_24897519	chr1	24859178	24897519	38341	86	121	16	17	2.243
chr1_24897519_24939955	chr1	24897519	24939955	42436	47	51	9	15	1.1076
chr1_24939955_24980073	chr1	24939955	24980073	40118	54	66	13	16	1.346
chr1_24980073_25016163	chr1	24980073	25016163	36090	41	47	21	23	1.136
chr1_25016163_25073178	chr1	25016163	25073178	57015	132	146	17	21	2.3152
chr1_25073178_25098398	chr1	25073178	25098398	25220	56	81	14	20	2.2205
chr1_25098398_25187440	chr1	25098398	25187440	89042	169	306	25	34	1.898
chr1_25187440_25412573	chr1	25187440	25412573	225133	363	1356	35	49	1.6124
chr1_25412573_25553165	chr1	25412573	25553165	140592	353	1805	25	49	2.5108
chr1_25553165_25582314	chr1	25553165	25582314	29149	88	150	16	46	3.019
chr1_25582314_25677265	chr1	25582314	25677265	94951	269	545	23	37	2.833
chr1_25677265_25746952	chr1	25677265	25746952	69687	128	218	21	30	1.8368
chr1_25746952_25785479	chr1	25746952	25785479	38527	130	343	29	31	3.3743
chr1_25785479_25923568	chr1	25785479	25923568	138089	351	1753	35	43	2.5418
chr1_25923568_26011814	chr1	25923568	26011814	88246	228	1429	36	42	2.5837
chr1_26011814_26061134	chr1	26011814	26061134	49320	135	761	33	42	2.7372
chr1_26061134_26154619	chr1	26061134	26154619	93485	226	1802	30	45	2.4175
chr1_26154619_26201372	chr1	26154619	26201372	46753	165	1448	31	46	3.5292
chr1_26201372_26354781	chr1	26201372	26354781	153409	522	3843	35	47	3.4027
chr1_26354781_26389381	chr1	26354781	26389381	34600	143	805	29	46	4.1329
chr1_26389381_26420316	chr1	26389381	26420316	30935	87	230	27	28	2.8123
chr1_26420316_26576921	chr1	26420316	26576921	156605	371	1061	36	34	2.369
chr1_26576921_26661155	chr1	26576921	26661155	84234	134	218	29	33	1.5908
chr1_26661155_26888588	chr1	26661155	26888588	227433	310	1521	34	44	1.363
chr1_26888588_27076911	chr1	26888588	27076911	188323	406	1395	36	44	2.1559
chr1_27076911_27199878	chr1	27076911	27199878	122967	211	851	32	38	1.7159
chr1_27199878_27353463	chr1	27199878	27353463	153585	314	938	39	43	2.0445
chr1_27353463_27372521	chr1	27353463	27372521	19058	54	126	20	38	2.8335
chr1_27372521_27513318	chr1	27372521	27513318	140797	239	602	30	40	1.6975
chr1_27513318_27644093	chr1	27513318	27644093	130775	192	414	42	43	1.4682
chr1_27644093_27872742	chr1	27644093	27872742	228649	453	843	48	47	1.9812
chr1_27872742_27946911	chr1	27872742	27946911	74169	313	1077	31	48	4.2201
chr1_27946911_28097691	chr1	27946911	28097691	150780	323	949	32	46	2.1422
chr1_28097691_28132596	chr1	28097691	28132596	34905	69	141	27	38	1.9768
chr1_28132596_28307639	chr1	28132596	28307639	175043	412	2428	38	48	2.3537
chr1_28307639_28567060	chr1	28307639	28567060	259421	753	5146	40	48	2.9026
chr1_28567060_28748471	chr1	28567060	28748471	181411	294	1530	32	42	1.6206
chr1_28748471_28843366	chr1	28748471	28843366	94895	230	946	30	40	2.4237
chr1_28843366_28862203	chr1	28843366	28862203	18837	78	249	21	34	4.1408
chr1_28862203_29134621	chr1	28862203	29134621	272418	564	1693	26	35	2.0703
chr1_29134621_29254578	chr1	29134621	29254578	119957	303	836	21	34	2.5259
chr1_29254578_29306828	chr1	29254578	29306828	52250	85	125	10	24	1.6268
chr1_29306828_29359145	chr1	29306828	29359145	52317	95	136	9	15	1.8159
chr1_29359145_29392143	chr1	29359145	29392143	32998	17	19	9	9	0.5152
chr1_29392143_29446294	chr1	29392143	29446294	54151	64	68	6	7	1.1819
chr1_29446294_29467735	chr1	29446294	29467735	21441	8	8	3	2	0.3731
chr1_29467735_29509484	chr1	29467735	29509484	41749	26	26	4	9	0.6228
chr1_29509484_29545980	chr1	29509484	29545980	36496	17	19	6	6	0.4658
chr1_29545980_29603446	chr1	29545980	29603446	57466	16	18	6	6	0.2784
chr1_29603446_29642591	chr1	29603446	29642591	39145	7	8	4	3	0.1788
chr1_29642591_29689221	chr1	29642591	29689221	46630	56	56	3	3	1.2009
chr1_29689221_29705588	chr1	29689221	29705588	16367	1	1	1	1	0.0611
chr1_29705588_29726287	chr1	29705588	29726287	20699	10	10	2	2	0.4831
chr1_29726287_29772566	chr1	29726287	29772566	46279	7	7	3	5	0.1513
chr1_29772566_29807341	chr1	29772566	29807341	34775	13	13	4	4	0.3738
chr1_29807341_29834519	chr1	29807341	29834519	27178	2	2	2	2	0.0736
chr1_29834519_29850961	chr1	29834519	29850961	16442	3	3	1	1	0.1825
chr1_29850961_29884765	chr1	29850961	29884765	33804	8	8	3	3	0.2367
chr1_29884765_29897989	chr1	29884765	29897989	13224	4	4	1	1	0.3025
chr1_29897989_29930511	chr1	29897989	29930511	32522	5	5	2	2	0.1537
chr1_29930511_29986565	chr1	29930511	29986565	56054	7	7	1	3	0.1249
chr1_29986565_30048724	chr1	29986565	30048724	62159	52	52	6	5	0.8366
chr1_30048724_30067736	chr1	30048724	30067736	19012	18	18	2	3	0.9468
chr1_30067736_30105771	chr1	30067736	30105771	38035	14	15	4	4	0.3681
chr1_30105771_30135638	chr1	30105771	30135638	29867	3	3	2	3	0.1004
chr1_30135638_30182822	chr1	30135638	30182822	47184	2	2	2	2	0.0424
chr1_30182822_30209893	chr1	30182822	30209893	27071	0	0	0	0	0.0
chr1_30209893_30272421	chr1	30209893	30272421	62528	29	29	3	4	0.4638
chr1_30272421_30320249	chr1	30272421	30320249	47828	2	2	1	2	0.0418
chr1_30320249_30344855	chr1	30320249	30344855	24606	26	26	1	1	1.0567
chr1_30344855_30418708	chr1	30344855	30418708	73853	199	203	7	8	2.6945
chr1_30418708_30445177	chr1	30418708	30445177	26469	13	13	2	3	0.4911
chr1_30445177_30471515	chr1	30445177	30471515	26338	3	4	4	4	0.1139
chr1_30471515_30515518	chr1	30471515	30515518	44003	2	4	2	2	0.0455
chr1_30515518_30525249	chr1	30515518	30525249	9731	3	3	3	3	0.3083
chr1_30525249_30589943	chr1	30525249	30589943	64694	93	93	7	8	1.4375
chr1_30589943_30644117	chr1	30589943	30644117	54174	38	38	3	4	0.7014
chr1_30644117_30692380	chr1	30644117	30692380	48263	28	28	5	6	0.5802
chr1_30692380_30749469	chr1	30692380	30749469	57089	78	160	9	27	1.3663
chr1_30749469_30785980	chr1	30749469	30785980	36511	90	194	8	17	2.465
chr1_30785980_30844633	chr1	30785980	30844633	58653	129	209	9	18	2.1994
chr1_30844633_30866768	chr1	30844633	30866768	22135	49	57	4	12	2.2137
chr1_30866768_30891649	chr1	30866768	30891649	24881	32	39	7	15	1.2861
chr1_30891649_30904022	chr1	30891649	30904022	12373	10	15	5	4	0.8082
chr1_30904022_31103173	chr1	30904022	31103173	199151	321	391	10	18	1.6118
chr1_31103173_31165822	chr1	31103173	31165822	62649	81	101	10	18	1.2929
chr1_31165822_31214812	chr1	31165822	31214812	48990	164	589	16	30	3.3476
chr1_31214812_31432326	chr1	31214812	31432326	217514	705	3038	27	41	3.2412
chr1_31432326_31547339	chr1	31432326	31547339	115013	467	1273	28	36	4.0604
chr1_31547339_31576820	chr1	31547339	31576820	29481	84	141	18	20	2.8493
chr1_31576820_31642211	chr1	31576820	31642211	65391	123	412	21	36	1.881
chr1_31642211_31690310	chr1	31642211	31690310	48099	109	264	26	38	2.2662
chr1_31690310_31800425	chr1	31690310	31800425	110115	138	369	26	36	1.2532
chr1_31800425_31851366	chr1	31800425	31851366	50941	141	315	22	30	2.7679
chr1_31851366_31972914	chr1	31851366	31972914	121548	171	440	30	34	1.4069
chr1_31972914_32087440	chr1	31972914	32087440	114526	177	499	30	36	1.5455
chr1_32087440_32248405	chr1	32087440	32248405	160965	199	1253	35	38	1.2363
chr1_32248405_32401035	chr1	32248405	32401035	152630	171	428	39	41	1.1204
chr1_32401035_32427513	chr1	32401035	32427513	26478	61	99	18	16	2.3038
chr1_32427513_32599883	chr1	32427513	32599883	172370	349	942	34	26	2.0247
chr1_32599883_32693175	chr1	32599883	32693175	93292	260	879	26	32	2.7869
chr1_32693175_32753819	chr1	32693175	32753819	60644	119	363	18	20	1.9623
chr1_32753819_32884582	chr1	32753819	32884582	130763	197	922	26	29	1.5065
chr1_32884582_32984662	chr1	32884582	32984662	100080	154	957	26	29	1.5388
chr1_32984662_33073363	chr1	32984662	33073363	88701	161	898	27	38	1.8151
chr1_33073363_33132187	chr1	33073363	33132187	58824	70	473	21	33	1.19
chr1_33132187_33225097	chr1	33132187	33225097	92910	162	1434	25	36	1.7436
chr1_33225097_33292605	chr1	33225097	33292605	67508	114	726	23	36	1.6887
chr1_33292605_33455601	chr1	33292605	33455601	162996	522	2207	27	38	3.2025
chr1_33455601_33520932	chr1	33455601	33520932	65331	128	227	14	26	1.9593
chr1_33520932_33555686	chr1	33520932	33555686	34754	74	87	7	15	2.1293
chr1_33555686_33579016	chr1	33555686	33579016	23330	83	98	9	12	3.5577
chr1_33579016_33592867	chr1	33579016	33592867	13851	10	11	6	6	0.722
chr1_33592867_33636127	chr1	33592867	33636127	43260	15	16	5	6	0.3467
chr1_33636127_33689901	chr1	33636127	33689901	53774	7	7	4	5	0.1302
chr1_33689901_33717407	chr1	33689901	33717407	27506	23	23	5	5	0.8362
chr1_33717407_33755615	chr1	33717407	33755615	38208	10	11	6	7	0.2617
chr1_33755615_33780621	chr1	33755615	33780621	25006	38	38	3	2	1.5196
chr1_33780621_33789100	chr1	33780621	33789100	8479	3	3	3	3	0.3538
chr1_33789100_33829273	chr1	33789100	33829273	40173	139	226	10	14	3.46
chr1_33829273_33866929	chr1	33829273	33866929	37656	140	250	7	14	3.7179
chr1_33866929_33884620	chr1	33866929	33884620	17691	20	45	4	8	1.1305
chr1_33884620_33908376	chr1	33884620	33908376	23756	35	68	8	9	1.4733
chr1_33908376_33922263	chr1	33908376	33922263	13887	3	3	2	2	0.216
chr1_33922263_33962742	chr1	33922263	33962742	40479	8	8	3	2	0.1976
chr1_33962742_34010171	chr1	33962742	34010171	47429	49	52	9	9	1.0331
chr1_34010171_34073757	chr1	34010171	34073757	63586	38	39	7	6	0.5976
chr1_34073757_34103499	chr1	34073757	34103499	29742	17	18	5	9	0.5716
chr1_34103499_34150650	chr1	34103499	34150650	47151	5	8	5	6	0.106
chr1_34150650_34174661	chr1	34150650	34174661	24011	13	18	6	7	0.5414
chr1_34174661_34211879	chr1	34174661	34211879	37218	19	19	6	7	0.5105
chr1_34211879_34261838	chr1	34211879	34261838	49959	75	75	3	2	1.5012
chr1_34261838_34332413	chr1	34261838	34332413	70575	83	83	6	5	1.1761
chr1_34332413_34350293	chr1	34332413	34350293	17880	5	5	3	3	0.2796
chr1_34350293_34421143	chr1	34350293	34421143	70850	61	61	4	5	0.861
chr1_34421143_34475099	chr1	34421143	34475099	53956	20	23	7	13	0.3707
chr1_34475099_34575721	chr1	34475099	34575721	100622	36	38	7	10	0.3578
chr1_34575721_34594533	chr1	34575721	34594533	18812	4	6	5	5	0.2126
chr1_34594533_34626805	chr1	34594533	34626805	32272	4	4	2	4	0.1239
chr1_34626805_34652681	chr1	34626805	34652681	25876	35	56	6	8	1.3526
chr1_34652681_34740580	chr1	34652681	34740580	87899	89	97	10	16	1.0125
chr1_34740580_34776983	chr1	34740580	34776983	36403	113	254	12	19	3.1041
chr1_34776983_34802507	chr1	34776983	34802507	25524	106	329	10	29	4.153
chr1_34802507_34842990	chr1	34802507	34842990	40483	163	536	10	28	4.0264
chr1_34842990_34854344	chr1	34842990	34854344	11354	35	76	11	44	3.0826
chr1_34854344_34903159	chr1	34854344	34903159	48815	67	112	13	28	1.3725
chr1_34903159_34913978	chr1	34903159	34913978	10819	4	4	3	3	0.3697
chr1_34913978_35168336	chr1	34913978	35168336	254358	532	966	17	39	2.0915
chr1_35168336_35557823	chr1	35168336	35557823	389487	582	1734	32	38	1.4943
chr1_35557823_35861761	chr1	35557823	35861761	303938	506	1581	35	35	1.6648
chr1_35861761_36119476	chr1	35861761	36119476	257715	315	1376	28	34	1.2223
chr1_36119476_36210889	chr1	36119476	36210889	91413	161	562	20	36	1.7612
chr1_36210889_36392266	chr1	36210889	36392266	181377	225	967	15	46	1.2405
chr1_36392266_36469807	chr1	36392266	36469807	77541	368	819	16	38	4.7459
chr1_36469807_36524557	chr1	36469807	36524557	54750	151	215	15	27	2.758
chr1_36524557_36555030	chr1	36524557	36555030	30473	23	27	5	6	0.7548
chr1_36555030_36579125	chr1	36555030	36579125	24095	27	27	7	10	1.1206
chr1_36579125_36614714	chr1	36579125	36614714	35589	6	6	4	3	0.1686
chr1_36614714_36670822	chr1	36614714	36670822	56108	32	33	8	9	0.5703
chr1_36670822_36732751	chr1	36670822	36732751	61929	41	42	9	10	0.662
chr1_36732751_36803422	chr1	36732751	36803422	70671	22	24	7	9	0.3113
chr1_36803422_36859334	chr1	36803422	36859334	55912	47	78	4	3	0.8406
chr1_36859334_36954256	chr1	36859334	36954256	94922	27	31	13	17	0.2844
chr1_36954256_36984084	chr1	36954256	36984084	29828	26	26	9	9	0.8717
chr1_36984084_37053734	chr1	36984084	37053734	69650	128	162	12	14	1.8378
chr1_37053734_37079522	chr1	37053734	37079522	25788	23	29	10	12	0.8919
chr1_37079522_37131159	chr1	37079522	37131159	51637	34	36	16	14	0.6584
chr1_37131159_37192362	chr1	37131159	37192362	61203	31	33	10	15	0.5065
chr1_37192362_37225848	chr1	37192362	37225848	33486	42	49	10	16	1.2543
chr1_37225848_37311000	chr1	37225848	37311000	85152	164	225	16	25	1.926
chr1_37311000_37348933	chr1	37311000	37348933	37933	60	116	9	25	1.5817
chr1_37348933_37432232	chr1	37348933	37432232	83299	171	292	17	41	2.0528
chr1_37432232_37485060	chr1	37432232	37485060	52828	139	397	13	48	2.6312
chr1_37485060_37557454	chr1	37485060	37557454	72394	175	967	14	46	2.4173
chr1_37557454_37630675	chr1	37557454	37630675	73221	157	882	15	46	2.1442
chr1_37630675_37678016	chr1	37630675	37678016	47341	96	255	17	41	2.0278
chr1_37678016_37731957	chr1	37678016	37731957	53941	177	664	13	40	3.2814
chr1_37731957_37945773	chr1	37731957	37945773	213816	478	2364	18	46	2.2356
chr1_37945773_38001236	chr1	37945773	38001236	55463	174	582	17	44	3.1372
chr1_38001236_38093722	chr1	38001236	38093722	92486	74	84	14	15	0.8001
chr1_38093722_38136523	chr1	38093722	38136523	42801	42	63	9	10	0.9813
chr1_38136523_38191879	chr1	38136523	38191879	55356	6	6	4	4	0.1084
chr1_38191879_38217049	chr1	38191879	38217049	25170	3	3	3	3	0.1192
chr1_38217049_38265833	chr1	38217049	38265833	48784	30	31	7	5	0.615
chr1_38265833_38356696	chr1	38265833	38356696	90863	43	43	11	10	0.4732
chr1_38356696_38409958	chr1	38356696	38409958	53262	6	6	3	3	0.1127
chr1_38409958_38448157	chr1	38409958	38448157	38199	76	89	12	10	1.9896
chr1_38448157_38466946	chr1	38448157	38466946	18789	7	7	2	2	0.3726
chr1_38466946_38485459	chr1	38466946	38485459	18513	32	32	4	3	1.7285
chr1_38485459_38585114	chr1	38485459	38585114	99655	29	33	14	11	0.291
chr1_38585114_38610643	chr1	38585114	38610643	25529	11	11	10	7	0.4309
chr1_38610643_38680242	chr1	38610643	38680242	69599	63	63	11	11	0.9052
chr1_38680242_38743818	chr1	38680242	38743818	63576	36	39	12	11	0.5663
chr1_38743818_38752060	chr1	38743818	38752060	8242	2	2	2	1	0.2427
chr1_38752060_38783041	chr1	38752060	38783041	30981	26	29	10	12	0.8392
chr1_38783041_38822759	chr1	38783041	38822759	39718	28	33	10	17	0.705
chr1_38822759_38868139	chr1	38822759	38868139	45380	65	150	15	23	1.4323
chr1_38868139_38921118	chr1	38868139	38921118	52979	155	284	11	25	2.9257
chr1_38921118_38944484	chr1	38921118	38944484	23366	76	150	14	26	3.2526
chr1_38944484_39084589	chr1	38944484	39084589	140105	486	991	20	47	3.4688
chr1_39084589_39500089	chr1	39084589	39500089	415500	676	3164	29	49	1.627
chr1_39500089_39627659	chr1	39500089	39627659	127570	328	1609	24	49	2.5711
chr1_39627659_39672930	chr1	39627659	39672930	45271	114	354	26	44	2.5182
chr1_39672930_39698771	chr1	39672930	39698771	25841	117	378	21	29	4.5277
chr1_39698771_39733674	chr1	39698771	39733674	34903	74	101	11	25	2.1202
